micronodo,area_oficial,faction,lat,long
Jaguaribara,JAGUARIBARA,CV,-5.449856,-38.469975
Vila Novo Horizonte,CRATO,CV,-7.255094,-39.430061
Belmonte,CRATO,CV,-7.269056,-39.456474
Lameiro,CRATO,CV,-7.251198,-39.448779
Alto Da Penha ,CRATO,CV,-7.236762,-39.409684
Granjeiro,GRANJEIRO,CV,-7.259907,-39.434648
Maceió - Camocim ,CAMOCIM,CV,-2.876648,-40.952676
Amarelas,BARROQUINHA,CV,-2.936126,-41.037859
Pantanal,CRATO,CV,-7.2421,-39.417813
Parque Iracema,PARQUE IRACEMA,CV,-3.904062,-38.679433
Mundaú ,TRAIRI,CV,-3.180587,-39.368564
Comunidade São Francisco ,GRANJA LISBOA,CV,-3.781939,-38.611016
Aldeia,PIRAMBU,CV,-3.71358,-38.552245
Santa Rosa,CARLITO PAMPLONA,CV,-3.717012,-38.55104
Tirol ,CARLITO PAMPLONA,CV,-3.714657,-38.552391
Matadouro,CRATO,CV,-7.238914,-39.425176
Aroeiras - Coreau,ALCÂNTARAS,CV,-3.640829,-40.62039
Araquen - Coreaú,COREAÚ,CV,-3.596106,-40.811959
Rua do Canal,SÃO MIGUEL,CV,-3.741816,-38.604669
Calcadão ,PARQUE DAS NAÇÕES,CV,-3.749957,-38.604195
Frifor,SÃO MIGUEL,CV,-3.742087,-38.602633
Trilhos do São Miguel,SÃO MIGUEL,CV,-3.746454,-38.602103
Campo do Botafogo,SÃO MIGUEL,CV,-3.745836,-38.603885
Comunidade da Arca,SÃO MIGUEL,CV,-3.745121,-38.6023
Favela do Lameral,PARQUE DAS NAÇÕES,CV,-3.744565,-38.60909
Jardim das Maravilhas,ALTO ALEGRE II,CV,-3.840564,-38.618494
Favela da Aliança ,PARQUE ALBANO,CV,-3.75003,-38.62189
Parque Albano,PARQUE ALBANO,CV,-3.751748,-38.615589
Vila da 6 Q.C,QUINTINO CUNHA,CV,-3.725987,-38.602488
São Francisco ,QUINTINO CUNHA,CV,-3.726887,-38.604357
Morro do QC,QUINTINO CUNHA,CV,-3.725444,-38.604274
Portelinha ,QUINTINO CUNHA,CV,-3.72142,-38.605581
Ilha Dourada ,QUINTINO CUNHA,CV,-3.721431,-38.605654
VG,ALTO DA BALANÇA,CV,-3.770044,-38.518227
QC,QUINTINO CUNHA,CV,-3.722395,-38.605547
Beco Da Chinesa,AEROLÂNDIA,CV,-3.778877,-38.517495
GM,PRESIDENTE KENNEDY,CV,-3.730667,-38.566254
LV,MOURA BRASIL,CV,-3.720923,-38.533855
Favela Do Japão ,PRAIA DE IRACEMA,CV,-3.725006,-38.511468
Santo Satiro,ALTO ALEGRE II,CV,-3.848993,-38.61757
Beco Dos Cavalos ,FLORESTA,CV,-3.726268,-38.577371
Morro Da Formiga,FORTIM,CV,-4.55239,-37.767416
Cidade Alta,ELLERY,CV,-3.719102,-38.560162
Tatumundé,SIQUEIRA,CV,-3.801901,-38.615438
Jabuti ,PEDRAS,CV,-3.924569,-38.508033
Comunidade Carandiru ,LAGOA REDONDA,CV,-3.833749,-38.462614
Nova Hidrolândia ,HIDROLÂNDIA,CV,-4.404525,-40.396957
Mirian Ferreira,HIDROLÂNDIA,CV,-4.404321,-40.395975
Marinho,HIDROLÂNDIA,CV,-4.408556,-40.406591
Progresso,HIDROLÂNDIA,CV,-4.410207,-40.40302
Mororó ,HIDROLÂNDIA,CV,-4.403569,-40.405236
Das Piranhas - Acaraú ,ACARAÚ,CV,-2.88204,-40.10179
Pedrinha - Acaraú ,ACARAÚ,CV,-2.873485,-40.116733
Mongubas - Acaraú ,ACARAÚ,CV,-2.873879,-40.11551
Córrego Do Urubu - Acaraú ,ACARAÚ,CV,-2.884812,-40.115811
Morada Nova - Acaraú ,ACARAÚ,CV,-2.908082,-40.121277
Planalto Das Bailarinas,ACARAÚ,CV,-2.906153,-40.111683
Buriti - Acaraú ,ACARAÚ,CV,-2.894345,-40.108304
Perseguidas - Acaraú ,ACARAÚ,CV,-2.894181,-40.119541
Pantanal - São Luís Do Curu,SÃO LUÍS DO CURU,CV,-3.683553,-39.235886
Alto Da Macaca - Aracoiaba,BATURITE,CV,-4.36321,-38.804539
Cidade De Aracoiaba,BATURITE,CV,-4.36357,-38.80845
Aracatiaçu,IRAUÇUBA,CV,-3.871924,-40.023385
Beco Do Moicano,BONSUCESSO,CV,-3.782932,-38.590866
Ap,RACHEL DE QUEIROZ,CV,-3.802465,-38.552472
Cagece,ITAOCA,CV,-3.768019,-38.555661
Residencial Maria Alves Carioca,GRANJA LISBOA,CV,-3.782759,-38.616436
Quadra 14 - Cidade Jardim ll,DIF III,CV,-3.846344,-38.551362
Fumaça - Pici,PICI,CV,-3.753393,-38.579274
São Miguel ll,PARQUE DAS NAÇÕES,CV,-3.750001,-38.606077
Parque Das Nações ,PARQUE DAS NAÇÕES,CV,-3.742135,-38.606682
Gerardo Arcanjo,SANTANA DO ACARAÚ,CV,-3.457799,-40.205455
Urucutuba,URUCUTUBA,CV,-3.787919,-38.645237
Terreno,FLORESTA,CV,-3.720933,-38.573169
Deserto,TURURU,CV,-3.507812,-39.496564
Caracará,MIRAIMA,CV,-3.713156,-40.018645
Santa Maria - Limoeiro Do Norte ,LIMOEIRO DO NORTE,CV,-5.226139,-38.012145
Caiçara,JIJOCA DE JERICOACOARA,CV,-2.860141,-40.411203
Vila Paraguai,CRUZ,CV,-2.909649,-40.410732
Timonha,GRANJA,CV,-3.251092,-41.13125
Nossa Senhora das Graças ,CANINDÉ,CV,-4.366843,-39.331009
Santa Luzia,CANINDÉ,CV,-4.348826,-39.319204
João Paulo ll,CANINDÉ,CV,-4.363045,-39.321768
Serrote - Curió,LAGOA REDONDA,CV,-3.833812,-38.460914
Cipó ,PACAJUS,CV,-4.16694,-38.445531
Pinto Madeira,CRATO,CV,-7.236928,-39.407292
Arco Verde ,LAGOA REDONDA,CV,-3.829944,-38.46667
Caixa D’água ,LAGOA REDONDA,CV,-3.829507,-38.465717
Final Feliz,LAGOA REDONDA,CV,-3.823286,-38.464512
AP,LAGOA REDONDA,CV,-3.824016,-38.464085
Ipu Mazagao,URUBURETAMA,CV,-3.531456,-39.514233
Favela Do Pó,LAGOA REDONDA,CV,-3.825717,-38.463156
Comunidade Do Brooklyn ,LAGOA REDONDA,CV,-3.828055,-38.461842
11 De Novembro,LAGOA REDONDA,CV,-3.827215,-38.464254
Favela Do Abc,LAGOA REDONDA,CV,-3.822448,-38.467212
Centro,CENTRO,CV,-4.098112,-38.498104
B2,HORIZONTE,CV,-4.103025,-38.50069
Moitas,ITAREMA,CV,-3.000932,-39.693055
Aranaú,CRUZ,CV,-2.823738,-40.228517
Castelhano,CRUZ,CV,-2.825318,-40.363128
Forquilha,FORQUILHA,CV,-2.875625,-40.555566
Corrego das Varas,ACARAÚ,CV,-2.970444,-40.125673
Baú - Guaiuba ,GUAIÚBA,CV,-4.123217,-38.660241
Mutirão ,PINDORETAMA,CV,-4.132947,-38.247203
Jardim Primaveira,PINDORETAMA,CV,-4.128649,-38.253622
Vila Xexeu,PINDORETAMA,CV,-4.128649,-38.253622
Mirante ,PINDORETAMA,CV,-4.121463,-38.264482
Favela do Marrocos,BOM JARDIM,CV,-3.798206,-38.611708
Parque São Vicente ,BOM JARDIM,CV,-3.798394,-38.607278
São José ,TRAIRI,CV,-3.287706,-39.26394
Carnauba Torta,TRAIRI,CV,-3.286422,-39.254155
São Gonçalo ,TRAIRI,CV,-3.296669,-39.260968
Favela da Swat ,SÃO LUÍS DO CURU,CV,-3.667627,-39.240813
Conjunto Cohab,SENADOR POMPEU,CV,-5.586757,-39.382955
Conjunto Bandeirante,GUAJERU,CV,-3.833154,-38.487629
Mumbaba,MASSAPÊ,CV,-3.569107,-40.344057
Paraibapa,PARAIPABA,CV,-3.427524,-39.147418
Comunidade do Posto,JACARECANGA,CV,-3.718066,-38.548325
Comunidade da Iracema,JACARECANGA,CV,-3.715951,-38.547793
Favela do Sabão ,JACARECANGA,CV,-3.714804,-38.546192
Comunidade do Pombal,CARLITO PAMPLONA,CV,-3.716548,-38.549521
Ac,PIRAMBU,CV,-3.713477,-38.549716
Ironete,CARLITO PAMPLONA,CV,-3.717901,-38.550606
São Raimundo,AMONTADA,CV,-3.355969,-39.831187
Flores ,AMONTADA,CV,-3.369198,-39.831097
São Sebastião ,AMONTADA,CV,-3.348511,-39.835896
Bairro do Campo,AMONTADA,CV,-3.364401,-39.826892
Vilinha,GUADALAJARA,CV,-3.760361,-38.618194
Novo Oriente,NOVO ORIENTE,CV,-3.843229,-38.615136
Km27,SENADOR POMPEU,CV,-5.509112,-39.547359
Bofim,SENADOR POMPEU,CV,-5.519777,-39.493517
Ruazinha,MARECHAL RONDON,CV,-3.773829,-38.625631
Mal. Rondon,MARECHAL RONDON,CV,-3.775348,-38.627433
Mosquito,AMONTADA,CV,-3.088026,-39.690515
Mirinduba,AMONTADA,CV,-3.060555,-39.680811
Comunidade Do Coroa,GENIBAÚ,CV,-3.760204,-38.598397
Genibau 2 ,GENIBAÚ,CV,-3.760316,-38.602742
Favela Dos cocó ,GENIBAÚ,CV,-3.761268,-38.595732
Comunidade Da Principal ,GENIBAÚ,CV,-3.760003,-38.597334
Comunidade Da Vila ,GENIBAÚ,CV,-3.761151,-38.598296
Beira Rio - Genibaú,GENIBAÚ,CV,-3.764463,-38.599079
São Francisco,MERUOCA,CV,-3.597399,-40.42557
Polígono 2042,MERUOCA,CV,-3.678258,-40.359999
Papara,MARANGUAPE,CV,-3.980769,-38.726328
Papara - Maranguape,MARANGUAPE,CV,-4.021439,-38.740263
São Francisco ou Barrocão,CAMOCIM,CV,-3.114581,-40.824663
João Leite - Papara,MARANGUAPE,CV,-4.021368,-38.752659
Alto do Cristo,CAMOCIM,CV,-3.122983,-40.825743
Alto dos Pescadores,CAMOCIM,CV,-3.124518,-40.826324
Boca do Acre,MARTINÓPOLE,CV,-3.128846,-40.826325
Comunidade São Pedro,CAMOCIM,CV,-3.127246,-40.825718
São Raimundo,CAMOCIM,CV,-3.120897,-40.835196
Campo de Aviação ,CAMOCIM,CV,-3.117342,-40.841739
Bairro de Fatima,CAMOCIM,CV,-3.11282,-40.829895
Oiteiro,CAMOCIM,CV,-3.111416,-40.8366
Favela da Cachoeira ,CAMOCIM,CV,-3.127077,-40.830899
Bairro da Estação ,CAMOCIM,CV,-3.11618,-40.833813
Alto do Cemitério ,CAMOCIM,CV,-3.119128,-40.832864
Granjinha - Levada,MESSEJANA,CV,-3.828396,-38.48641
Alto do Posto ,CAMOCIM,CV,-3.127226,-40.834612
Vila Milano,ALTO DA BALANÇA,CV,-3.769009,-38.511553
Travessa Flamengo,ALTO DA BALANÇA,CV,-3.769958,-38.516798
Cipó Dos Anjos,IBICUITINGA,CV,-5.010814,-38.729189
Bairro do Coité,EUSÉBIO,CV,-3.885494,-38.474656
Sitiá,IBICUITINGA,CV,-5.162679,-38.658929
Pedreira,SÃO LUÍS DO CURU,CV,-3.782507,-39.27488
Vila Nova,PENTECOSTE,CV,-3.78675,-39.267387
Morro Do Santiago,BARRA DO CEARÁ,CV,-3.696931,-38.584024
Comunidade Do Pombal,BARRA DO CEARÁ,CV,-3.699341,-38.585426
Comunidade Do Campinho,BARRA DO CEARÁ,CV,-3.699931,-38.583501
Favelinha ,BARRA DO CEARÁ,CV,-3.696937,-38.583639
Travessa,BARRA DO CEARÁ,CV,-3.698169,-38.582564
Conjunto ,CRATEÚS,CV,-5.170865,-40.680316
Palmeirinha,CARARU,CV,-3.835116,-38.428652
Chácara da Prainha ou Portelinha,AQUIRAZ,CV,-3.908321,-38.373102
Bairro do Cemitério ,EUSÉBIO,CV,-3.900585,-38.388875
Novo Aquiraz,AQUIRAZ,CV,-3.926713,-38.386034
Peixinhos - Canaã,TRAIRI,CV,-3.224227,-39.348293
Canaã ,TRAIRI,CV,-3.21078,-39.381202
Novo Rumo,AQUIRAZ,CV,-3.917967,-38.387736
Bairro do Machuca,AQUIRAZ,CV,-3.931927,-38.38936
Terra Nova ,CRATEÚS,CV,-5.188855,-40.673771
Berra Bode,AQUIRAZ,CV,-3.919665,-38.393965
Bairro do Piau,AQUIRAZ,CV,-3.920729,-38.375489
Malvinas,EUSÉBIO,CV,-3.943463,-38.476821
Área Verde,EUSÉBIO,CV,-3.947421,-38.465644
Quinzinho,PEDRAS,CV,-3.949396,-38.491216
Oiticia ,ITAITINGA,CV,-3.957638,-38.506658
Baixa Grande,EUSÉBIO,CV,-3.925277,-38.449908
Tapuio,EUSÉBIO,CV,-3.917389,-38.443232
Ribeira ,AQUIRAZ,CV,-3.980012,-38.439347
Divineia,AQUIRAZ,CV,-3.912023,-38.383687
Parnamirim ,EUSÉBIO,CV,-3.880878,-38.45466
Aningas,HORIZONTE,CV,-4.104116,-38.401681
Cachoeira 2,HORIZONTE,CV,-4.079482,-38.471388
Cachoeira 1,HORIZONTE,CV,-4.081093,-38.465307
Sao Jose,HORIZONTE,CV,-4.098551,-38.464866
Rua das Palmeiras,TIANGUA,CV,-3.713328,-40.992898
Vila Pascoal,TIANGUA,CV,-3.710697,-40.995775
Comunidade da Peroba,TIANGUA,CV,-3.713059,-40.995613
Rua do Rio,SENADOR POMPEU,CV,-5.581868,-39.368585
Comunidade da GMC,MONTE CASTELO,CV,-3.723934,-38.554584
Fatima l,CRATEÚS,CV,-5.177606,-40.676587
Volta,PARACURU,CV,-3.508661,-39.124921
Conjunto Renascer,DIAS MACÊDO,CV,-3.78562,-38.528196
Mirambe,URUCUTUBA,CV,-3.786026,-38.658672
Curralinho,JAGUARIBE,CV,-5.907674,-38.637236
Boa Vista,BATURITE,CV,-4.293913,-38.856557
São Sebastião ,REDENÇÃO,CV,-4.28594,-38.826122
Favela do Bala,DIAS MACÊDO,CV,-3.787232,-38.517874
Vacaria,DIAS MACÊDO,CV,-3.794745,-38.529043
Beco do chocolate ,DIAS MACÊDO,CV,-3.793284,-38.529429
Dias Macedo,DIAS MACÊDO,CV,-3.785923,-38.518911
Papoquinho,DIAS MACÊDO,CV,-3.787694,-38.523695
Vila Pinheiro,JAGUARIBE,CV,-5.90428,-38.623647
Favelinha,GUADALAJARA,CV,-3.76302,-38.618223
Vilinha,BARRA DO CEARÁ,CV,-3.702298,-38.590548
Salitre,SALITRE,CV,-7.273411,-40.452988
Parque Grangeiro,CRATO,CV,-7.249089,-39.421649
Cemitério Dos Cachorro,DIAS MACÊDO,CV,-3.784238,-38.52015
Invasão ,DIAS MACÊDO,CV,-3.783409,-38.524046
Jardim Das Oliveiras ,JARDIM DAS OLIVEIRAS,CV,-4.745712,-40.930717
Cohab,PORANGA,CV,-4.740413,-40.920103
Morro do Macaco,PACATUBA,CV,-3.957845,-38.699178
Beco da Foice,SAPIRANGA / COITÉ,CV,-3.796967,-38.464573
Bairro Cajas,CRATEÚS,CV,-5.163486,-40.662207
Comunidade Pedra Viva,CRATEÚS,CV,-5.182522,-40.65294
Comunidade Rabo da Gata,CRATEÚS,CV,-5.175396,-40.663148
São Vicente,CRATEÚS,CV,-5.177888,-40.664787
Favela da Macumba ,BONSUCESSO,CV,-3.779827,-38.583517
Beco do Pinheiro ,VILA PERI,CV,-3.788245,-38.582883
Rua da Vicência,MERUOCA,CV,-3.672621,-40.371285
Terrenos Novos,MERUOCA,CV,-3.671358,-40.372703
Comunidade Da Upa,CRISTO REDENTOR,CV,-3.708761,-38.56765
Facó,CRISTO REDENTOR,CV,-3.710102,-38.56352
Conj. Maria José Gomes,ÁLVARO WEYNE,CV,-3.714967,-38.57211
São Francisco ,ÁLVARO WEYNE,CV,-3.71756,-38.571312
Coelho Neto,ÁLVARO WEYNE,CV,-3.717929,-38.569943
Rua Do Posto,FLORESTA,CV,-3.717368,-38.572421
Comunidade Da Igrejinha ,ÁLVARO WEYNE,CV,-3.715692,-38.571864
CP - João Paulo ll,BARROSO,CV,-3.825414,-38.517738
Fraudes - João Paulo ll,BARROSO,CV,-3.826745,-38.515825
Mr2 - João Paulo ll ,BARROSO,CV,-3.822412,-38.518798
Borel - João Paulo ll ,BARROSO,CV,-3.824022,-38.514525
João Paulo ll ,BARROSO,CV,-3.823926,-38.520391
Parque Veras,MONDUBIM,CV,-3.808569,-38.568946
Invasão ,JARDIM CEARENSE,CV,-3.807503,-38.561837
Beco da Fumaça ,BOM JARDIM,CV,-3.794173,-38.605492
Comunidade do Pantanal ,BOM JARDIM,CV,-3.79748,-38.607631
Comunidade da Cagece,TABAPUÁ,CV,-3.736019,-38.611251
Arrudas - Paramoti,PARAMOTI,CV,-4.099158,-39.232179
Morro Do Moinho - Paramoti ,PARAMOTI,CV,-4.103922,-39.243351
Bela Vista - Paramoti ,PARAMOTI,CV,-4.092692,-39.244728
Serrote - Paramoti ,PARAMOTI,CV,-4.092012,-39.24609
Poeiral ,BARROSO,CV,-3.825167,-38.515043
Lisieux,FORQUILHA,CV,-4.001094,-40.181189
Praia Da Baleia,TRAIRI,CV,-3.147639,-39.447693
Área Verde,HORIZONTE,CV,-4.0875,-38.485139
Comunidade do Cemitério,FORTIM,CV,-4.554262,-37.769435
Queimados,HORIZONTE,CV,-4.123908,-38.525353
Zumbi,HORIZONTE,CV,-4.103808,-38.487378
Comandinho ,ÁLVARO WEYNE,CV,-3.710694,-38.574207
Comunidade do Lajeiro,URUCUTUBA,CV,-3.81168,-38.662623
Rua dos Cocos,SOBRAL,CV,-3.80398,-40.262963
Alto Alegre,SOBRAL,CV,-3.80123,-40.260414
Comunidade Terra Livre,CRATEÚS,CV,-5.187675,-40.668326
Jubina,SOBRAL,CV,-3.799779,-40.265194
Salsa,SOBRAL,CV,-3.799712,-40.264962
Bairro do Salgado,SÃO LUÍS DO CURU,CV,-3.674849,-39.241527
Conjunto José Luna Filho,SÃO LUÍS DO CURU,CV,-3.673783,-39.234169
Bairro Coelce,SÃO LUÍS DO CURU,CV,-3.672197,-39.235324
Comunidade Rabo da Gata,SÃO LUÍS DO CURU,CV,-3.672384,-39.235833
Comunidade da Lara ou Vila Berne,FLORESTA,CV,-3.713437,-38.579125
Polígono 2217,FLORESTA,CV,-3.71398,-38.577798
Terreno ll,FLORESTA,CV,-3.71509,-38.57806
Favela do Balão - Boa Vista,PARQUE ALBANO,CV,-3.757656,-38.612275
Polígono 2222,PARQUE ALBANO,CV,-3.757674,-38.615576
Favela do Texas ou Favela do T,AEROLÂNDIA,CV,-3.771254,-38.513709
Polígono 2223,BOM FUTURO,CV,-3.756172,-38.548134
Comunidade do Tremzinho,BOM FUTURO,CV,-3.757943,-38.547768
Polígono 2227,DAMAS,CV,-3.756994,-38.553488
Comunidade do Riacho Doce,DAMAS,CV,-3.756385,-38.551824
Icarai de Amontada ,ITAREMA,CV,-3.029378,-39.658546
Área Verde,PACAJUS,CV,-4.169503,-38.454533
Comunidade do Pau Serrado,MARACANAÚ,CV,-3.859933,-38.655306
Mutirão ,MARACANAÚ,CV,-3.861919,-38.649185
Carmelita Veras,BARROQUINHA,CV,-3.023593,-41.126813
Quadras do Luzardo Viana,MARACANAÚ,CV,-3.86453,-38.647806
Luzardo Viana ,MARACANAÚ,CV,-3.852722,-38.648281
Conjunto Vitória ,MONDUBIM,CV,-3.810589,-38.569688
Sangradouro ,PIRES FERREIRA,CV,-4.213018,-40.433453
Boa Fé,PINDORETAMA,CV,-4.120509,-38.257113
Favela da Mangueira,GRANJA LISBOA,CV,-3.782919,-38.613401
Mutirão da São Francisco ,GRANJA LISBOA,CV,-3.782303,-38.61502
Barra Velha,PINDORETAMA,CV,-4.07163,-38.181314
Beco do Edson,GRANJA LISBOA,CV,-3.785962,-38.609432
Polígono 2240,CONJUNTO CEARÁ II,CV,-3.776588,-38.616023
Favelinha da São Francisco ,GRANJA LISBOA,CV,-3.781861,-38.611209
Padre Lima,ITAPAJÉ,CV,-3.675594,-39.591856
Tabuleiro do Luna - Itaiçaba,ITAIÇABA,CV,-4.713411,-37.839391
Beco da Merda,CRISTO REDENTOR,CV,-3.709457,-38.561378
invasão,PRAIA DO FUTURO II,CV,-3.772564,-38.441311
Brito - Itaiçaba,ITAIÇABA,CV,-4.698088,-37.830067
Vila Society ,BARROSO,CV,-3.812262,-38.514319
Quadrinhas ,BARRA DO CEARÁ,CV,-3.698165,-38.581019
Baixinhas,ITAREMA,CV,-2.951901,-39.916873
Precabura,PRECABURA,CV,-3.827577,-38.436929
Labirinto - Caça e Pesca ,PRAIA DO FUTURO II,CV,-3.766935,-38.4412
Boca do forno - Etaiçaba,ITAIÇABA,CV,-4.670365,-37.819444
Favela da Caverninha ,GRANJA PORTUGAL,CV,-3.779296,-38.596169
Cidade de Itaiçaba,ITAIÇABA,CV,-4.673606,-37.821794
Favela da Fossa,DIAS MACÊDO,CV,-3.78973,-38.527218
Vila Santa Rita,ITAREMA,CV,-2.925671,-39.903019
Gargoe,ITAREMA,CV,-2.939595,-39.909991
Tamandaré,JANGURUSSU,CV,-3.837903,-38.512714
Polígono 2250,ITAREMA,CV,-2.939777,-39.907703
Comunidade da Balsa,GRANJA PORTUGAL,CV,-3.78501,-38.594652
Favela Beira Rio,GRANJA PORTUGAL,CV,-3.783619,-38.594218
Lago Verde,URUCUTUBA,CV,-3.75645,-38.670132
AP do Guajiru,IPARANA,CV,-3.700077,-38.648375
Comunidade Do Coqueirin ,CURIÓ,CV,-3.818455,-38.474384
Cajueiro - Caça e Pesca ,PRAIA DO FUTURO II,CV,-3.770725,-38.443593
Morro do Galo,HORIZONTE,CV,-4.096625,-38.493877
PEDREGAL,FORTIM,CV,-4.577816,-37.793113
BARBALHO,PINDORETAMA,CV,-4.110445,-38.291478
Pedrinhas,IBIAPINA,CV,-3.922217,-40.885216
Água da bomba,GRANJA PORTUGAL,CV,-3.788357,-38.598631
Maratoan,CRATEÚS,CV,-5.191289,-40.664979
Novo Pabussu,PARQUE SOLEDADE,CV,-3.726336,-38.66567
Águas Belas,IPAPORANGA,CV,-4.896865,-40.759703
COQUEIROS,PINDORETAMA,CV,-4.113792,-38.322716
Comunidade do Quintal,GRANJA PORTUGAL,CV,-3.785662,-38.597785
São João ,IBIAPINA,CV,-3.929178,-40.889949
Raimundo Linhares,IBIAPINA,CV,-3.921787,-40.89858
Beco da Morte,BONSUCESSO,CV,-3.785975,-38.592497
GUAJIRU,IPARANA,CV,-3.69607,-38.640385
Favela do Facão ,JOSÉ DE ALENCAR,CV,-3.814234,-38.479668
Muriçoca - Quintino Cunha,QUINTINO CUNHA,CV,-3.734078,-38.600651
Alvorada (Maracanaú),MARACANAÚ,CV,-3.883317,-38.597188
Beco Do Caranguejo ,PRAIA DO FUTURO II,CV,-3.767562,-38.440207
Comunidade da Luminosa,GRANJA PORTUGAL,CV,-3.7861,-38.596182
Jamaica - Caça e Pesca ,PRAIA DO FUTURO II,CV,-3.770725,-38.443593
Mangue - Caça e Pesca ,PRAIA DO FUTURO II,CV,-3.772501,-38.441302
Poço Doce,PARAIPABA,CV,-3.441281,-39.104736
José Avelino Portela,IBIAPINA,CV,-3.922367,-40.893689
Colônia - (Em Disputa),MARACANAÚ,CV,-3.880433,-38.633722
Favela do Terminal do Siqueira / Favela da Paloma,PARQUE SĂO JOSÉ,CV,-3.790516,-38.587896
Grilo,PARQUE SOLEDADE,CV,-3.722019,-38.667698
COLONIA,CRISTO REDENTOR,CV,-3.706892,-38.566982
Rua dos Passos - Aracati,FORTIM,CV,-4.556658,-37.766358
SERTÃO DE BOA VIAGEM,BOA VIAGEM,CV,-5.139068,-39.829629
cuzcuz - Paupina,SÃO BENTO,CV,-3.853613,-38.482993
Alfa Vile,OLAVO OLIVEIRA,CV,-3.727211,-38.593759
Tabuleiro do Cabreiro,ITAIÇABA,CV,-4.630695,-37.835845
Rua da Lama,PLANALTO AYRTON SENNA,CV,-3.837481,-38.567914
Icapuí,ICAPUÍ,CV,-4.722277,-37.361186
Rua Canudos,PLANALTO AYRTON SENNA,CV,-3.836813,-38.568937
Rua Gaspar Dutra,PLANALTO AYRTON SENNA,CV,-3.835543,-38.569253
São José ,IPAPORANGA,CV,-4.902671,-40.766073
Favela do Quadrado,PLANALTO AYRTON SENNA,CV,-3.835308,-38.56965
Outeiro - Aracati,ITAIÇABA,CV,-4.641514,-37.784962
Campo do Velho,CRATEÚS,CV,-5.192047,-40.671264
Jaime Laurindo,BARROQUINHA,CV,-3.02136,-41.133942
Comunidade Beirada do Rio,FORTIM,CV,-4.553633,-37.775305
Ipase,CRATEÚS,CV,-5.185375,-40.662133
Lagoinha ,PARAIPABA,CV,-3.3516516,-39.1330288
Comunidade da Planaltina ,CRATEÚS,CV,-5.18397,-40.681866
Comunidade da Maloca,ARACATI,CV,-4.574287,-37.769968
Catuana,CAUCAIA,CV,-3.682817,-38.911258
Fatima ll,CRATEÚS,CV,-5.185733,-40.67321
Favela do Polo,BARROQUINHA,CV,-3.030534,-41.130541
Jardim - Aracati,FORTIM,CV,-4.526475,-37.801892
Fatima l,CRATEÚS,CV,-5.179604,-40.672416
Mutirão ,HORIZONTE,CV,-4.092826,-38.491078
Bairro do Cemitério ,IPAPORANGA,CV,-4.900933,-40.766737
Favela do Magalhães - Jaçanaú,MARACANAÚ,CV,-3.844936,-38.645805
Altiplano,IGUATU,CV,-6.376807,-39.319344
Campo da Espinha,FORTIM,CV,-4.555981,-37.773081
Comunidade Do Rato,PALMÁCIA,CV,-4.054749,-38.907316
Morro Alto,ICAPUÍ,CV,-4.698754,-37.366366
Residencial ll,MARACANAÚ,CV,-3.856983,-38.638841
COCOBÓ,IGUATU,CV,-6.373558,-39.306183
Alto do Bom Princípio ,IPAPORANGA,CV,-4.904567,-40.759313
Mucunã - Maracanaú,MARACANAÚ,CV,-3.843743,-38.656246
Distrito de Cabreiro,ITAIÇABA,CV,-4.614091,-37.834991
Santa Terezinha - Aracati,ITAIÇABA,CV,-4.611594,-37.878162
Bairro do Planalto ,CRATEÚS,CV,-5.182712,-40.678992
Residencial/Jabuti - Maracanaú,MARACANAÚ,CV,-3.860557,-38.63619
Lagoa do Mato - Aracati,ARACATI,CV,-4.589818,-37.63706
Bairro da Mutamba,ICAPUÍ,CV,-4.686003,-37.394417
Tabua Lascada - Aracati,ITAIÇABA,CV,-4.641852,-37.793716
Córrego dos Fernandes - Aracati,FORTIM,CV,-4.580124,-37.867357
Tucum,HORIZONTE,CV,-4.148549,-38.465523
Vila Buiu,ARACATI,CV,-4.563635,-37.761767
Rua do Bueiro,MERUOCA,CV,-3.691763,-40.359582
Vertentes,HORIZONTE,CV,-4.087389,-38.479257
TABULEIRO DA VAQUEJADA -RUSSAS ,QUIXERE,CV,-4.923453,-37.986653
Croatá 2,PACAJUS,CV,-4.171311,-38.460896
Jenipapeiro,MARACANAÚ,CV,-3.856844,-38.617062
Cajuais,ICAPUÍ,CV,-4.696944,-37.380794
"CJ. NOSSA SENHORA DO ROSÁRIO, CDD - RUSSAS - CV",QUIXERE,CV,-4.91852,-37.981227
Residencial Turmalina,VILA VELHA,CV,-3.717844,-38.604636
Planalto Pici,DOM LUSTOSA,CV,-3.749412,-38.583401
PITOMBEIRA - RUSSAS ,QUIXERE,CV,-4.95556,-37.993857
Praia da Barrinha,ICAPUÍ,CV,-4.680429,-37.379705
LAGOA DO PREÁ,FORTIM,CV,-4.53802,-37.904707
Recanto,GRAÇA,CV,-4.035597,-40.860031
Comunidade Entrada da Lua,DOM LUSTOSA,CV,-3.750854,-38.583736
IPUEIRA DOS GOMES,CARIDADE,CV,-4.303864,-39.200538
Comunidade do Açaí - Antonio Bezerra,PADRE ANDRADE,CV,-3.740747,-38.58349
Favelinha,ANTÔNIO BEZERRA,CV,-3.740633,-38.585053
Buraco da Gia - Antonio Bezerra,PADRE ANDRADE,CV,-3.738747,-38.581979
