w_ewma,w_lgbm,w_hist,w_target,p10,p20,r10,r20
0.1,0.6,0.1,0.2,0.17209302325581394,0.1302325581395349,0.4303709856035438,0.6026578073089701
0.1,0.6,0.0,0.3,0.17209302325581394,0.1296511627906977,0.4303709856035438,0.602547065337763
0.0,0.5,0.3,0.2,0.17209302325581394,0.11627906976744189,0.4303709856035438,0.5510105204872645
0.0,0.5,0.2,0.3,0.17209302325581394,0.11627906976744186,0.4303709856035438,0.5508028792912513
0.0,0.5,0.1,0.4,0.17209302325581394,0.11569767441860467,0.4303709856035438,0.5488648947951272
0.0,0.5,0.0,0.5,0.17209302325581394,0.11395348837209303,0.4303709856035438,0.5426633444075304
0.1,0.7,0.1,0.1,0.17093023255813952,0.1308139534883721,0.4264950166112957,0.6100221483942413
0.1,0.7,0.0,0.2,0.17093023255813952,0.1308139534883721,0.4264950166112957,0.6096345514950166
0.1,0.7,0.2,0.0,0.17093023255813952,0.1302325581395349,0.4264950166112957,0.6057585825027686
0.0,0.7,0.2,0.1,0.17093023255813952,0.12093023255813953,0.4264950166112957,0.5674972314507197
0.0,0.5,0.5,0.0,0.17093023255813952,0.11918604651162792,0.4264950166112957,0.5613925802879289
0.0,0.7,0.1,0.2,0.17093023255813952,0.11860465116279072,0.4264950166112957,0.5606866002214839
0.0,0.6,0.2,0.2,0.17093023255813952,0.11744186046511627,0.4264950166112957,0.5546788482834993
0.0,0.7,0.3,0.0,0.17093023255813952,0.11744186046511627,0.4264950166112957,0.5546788482834993
