Controle,Data,Natureza,BairroOcor,bairro_norm,CidadeOcor,total_armas_cache,total_drogas_cache,Dinheiro_Apreendido,lat_ibge,long_ibge
34931,2025-05-22,VEÍCULO LOCALIZADO,Arianópolis,Panamericano,Caucaia,0,0.0,,,
34932,2025-05-22,APOIO À AUTORIDADE,Jacarecanga,Jacarecanga,Fortaleza,0,0.0,,,
34933,2025-05-22,VEÍCULO CLONADO,Zona Rural,Granja Portugal,Santana do Acaraú,0,0.0,,,
34934,2025-05-22,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Massapê,1,0.0,,,
34935,2025-05-22,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Viçosa do Ceará,5,0.0,,,
34936,2025-05-22,TRÁFICO DE DROGAS,Jacarecanga,Jacarecanga,Fortaleza,0,90.0,112.9,,
34937,2025-05-22,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Russas,1,0.0,,,
34938,2025-05-22,MANDADO DE PRISÃO,Centro,Centro,Camocim,0,6.8,,,
34940,2025-05-22,TRÁFICO DE DROGAS; POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Sucatinga,Salinas,Beberibe,1,5263.0,,,
34941,2025-05-22,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Centro,Centro,Tamboril,0,0.0,,,
34943,2025-05-20,ATÍPICA,Granja Lisboa,Granja Lisboa,Fortaleza,0,0.0,,,
34944,2025-05-22,ESTUPRO DE VULNERÁVEL - Art. 217A/CPB,Zona Rural,Granja Portugal,Jaguaruana,0,0.0,,,
34945,2025-05-22,VEÍCULO LOCALIZADO,Zona Rural,Granja Portugal,Sobral,0,0.0,,,
34947,2025-05-22,NÃO DELITUOSO,Vila Macena,Vila Peri,Tabuleiro do Norte,0,0.0,,,
34948,2025-05-22,APRESENTAÇÃO E APREENSÃO DE DROGAS,Jardim das Oliveiras,Jardim Das Oliveiras,Fortaleza,0,122.0,,,
34949,2025-05-22,POSSE ILEGAL DE ARMA DE FOGO DE USO RESTRITO - Art. 16/Lei nº 10.826/2003; TRÁFICO DE DROGAS,Barra do Ceará,Barra Do Ceará,Fortaleza,1,69.0,,,
34950,2025-05-22,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APREENSÃO DE DROGAS,Zona Rural,Granja Portugal,Santa Quitéria,1,67.0,,,
34951,2025-05-22,MANDADO DE PRISÃO,Zona Rural,Granja Portugal,Ararendá,0,0.0,,,
34952,2025-05-22,RECEPTAÇÃO - Art. 180/CPB,Conjunto Palmeiras,Conjunto Palmeiras,Fortaleza,0,0.0,,,
34953,2025-05-22,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Ararendá,2,0.0,,,
34954,2025-05-22,"TENTATIVA DE HOMICIDIO - Art. 121 c/c Art. 14, II/CPB",Gameleira,Ellery,Horizonte,0,0.0,,,
34955,2025-05-23,APRESENTAÇÃO E APREENSÃO DE DROGAS; APRESENTAÇÃO E APREENSÃO DE MUNIÇÃO,Carlito Pamplona,Carlito Pamplona,Fortaleza,0,525.0,,,
34956,2025-05-23,MANDADO DE PRISÃO,Altos dos Bernardos,Alto Da Balança,Itapajé,0,0.0,,,
34957,2025-05-23,APRESENTAÇÃO E APREENSÃO DE DROGAS,Parque São José,Parque Săo José,Fortaleza,0,4.0,,,
34958,2025-05-23,DANO - Art. 163/CPB,Coaçu,Coaçu,Eusébio,0,0.0,,,
34959,2025-05-23,VEÍCULO CLONADO,Novo Milênio,Novo Mondubim,Missão Velha,0,0.0,,,
34960,2025-05-23,APOIO À AUTORIDADE; NÃO DELITUOSO,São Gerardo,São Gerardo,Fortaleza,0,0.0,,,
34961,2025-05-23,HOMICÍDIO - Art. 121/CPB; ACIDENTE DE TRÂNSITO COM VÍTIMA FATAL - Art. 302/CTB,Zona Rural,Granja Portugal,Parambu,0,0.0,,,
34962,2025-05-23,APRESENTAÇÃO E APREENSÃO DE DROGAS,Parque São José,Parque Săo José,Fortaleza,0,300.0,,,
34963,2025-05-23,RECEPTAÇÃO - Art. 180/CPB; VEÍCULO CLONADO,Colônia,Aerolândia,Fortaleza,0,0.0,,,
34964,2025-05-23,ABANDONO DE MATERIAL,Barra Nova,Barra Do Ceará,Cascavel,0,0.0,,,
34965,2025-05-23,VEÍCULO LOCALIZADO,Zona Rural,Granja Portugal,Icó,0,0.0,,,
34966,2025-05-23,RECEPTAÇÃO - Art. 180/CPB,Corrente,Centro,São Benedito,0,0.0,,,
34967,2025-05-23,MANDADO DE PRISÃO,Vicente Pinzon,Vicente Pinzón,Fortaleza,0,0.0,,,
34968,2025-05-23,POSSE DE DROGA PARA CONSUMO - Art. 28/ Lei nº 11.343/2006,Zona Rural,Granja Portugal,Icapuí,0,0.77,40.0,,
34969,2025-05-23,"PORTE DE ARMA DE FOGO COM NUMERAÇÃO RASPADA - Art.16, 1º, IV/Lei nº 10.826/2003; TRÁFICO DE DROGAS; CORRUPÇÃO DE MENORES - Art. 244B/ECA",Zona Rural,Granja Portugal,Camocim,2,1737.0,,,
34971,2025-05-23,MANDADO DE PRISÃO,Zona Rural,Granja Portugal,Ocara,0,0.0,,,
34972,2025-05-23,VEÍCULO CLONADO; VEÍCULO LOCALIZADO,Zona Rural,Granja Portugal,Ibiapina,0,0.0,,,
34973,2025-05-23,PORTE ILEGAL DE ARMA BRANCA - Art. 19/Lei nº 3.688/1941; AMEAÇA - Art. 147/CPB,Gadelha,Vila Velha,Iguatu,0,0.0,,,
34974,2025-05-23,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Zona Rural,Granja Portugal,Novo Oriente,1,0.0,,,
34975,2025-05-23,TRÁFICO DE DROGAS,São Caetano,São Bento,Várzea Alegre,0,5.7,,,
34976,2025-05-23,FURTO - Art. 155/CPB,Tanque,Autran Nunes,Cascavel,0,0.0,,,
34977,2025-05-23,TRÁFICO DE DROGAS; PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Zona Rural,Granja Portugal,Russas,1,265.0,,,
34978,2025-05-23,TRÁFICO DE DROGAS,Bailarina,Salinas,Acaraú,0,11.6,65.0,,
34979,2025-05-23,TRÁFICO DE DROGAS,Campo Velho,Vila Velha,Quixadá,0,25.3,987.85,,
34980,2025-05-23,TRÁFICO DE DROGAS,Barra do Ceará,Barra Do Ceará,Fortaleza,0,90.0,70.0,,
34981,2025-05-23,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Barreira,2,0.0,,,
34982,2025-05-23,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Timbó,Fátima,Maracanaú,0,0.0,,,
34983,2025-05-23,VEÍCULO CLONADO,Barra do Ceará,Barra Do Ceará,Fortaleza,0,0.0,,,
34986,2025-05-23,TRÁFICO DE DROGAS,Guanacés,Aracapé,Cascavel,0,24.0,133.75,,
34987,2025-05-24,TRÁFICO DE DROGAS; PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Zona Rural,Granja Portugal,Ararendá,1,26.0,50.0,,
34988,2025-05-23,APRESENTAÇÃO E APREENSÃO DE DROGAS,Guabiraba,Sabiaguaba,Maranguape,0,43.0,,,
34989,2025-05-23,TRÁFICO DE DROGAS,Baú,Genibaú,Guaiúba,0,33.8,179.0,,
34990,2025-05-24,RECEPTAÇÃO - Art. 180/CPB; MANDADO DE PRISÃO,Padre Palhano,Padre Andrade,Sobral,0,0.0,,,
34991,2025-05-24,"POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003; PORTE DE ARMA DE FOGO COM NUMERAÇÃO RASPADA - Art.16, 1º, IV/Lei nº 10.826/2003; TRÁFICO DE DROGAS",Bom Jardim,Bom Jardim,Fortaleza,2,1020.0,,,
34992,2025-05-24,POSSE DE DROGA PARA CONSUMO - Art. 28/ Lei nº 11.343/2006,Praia do Futuro,Praia Do Futuro I,Fortaleza,0,0.5,,,
34993,2025-05-24,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APREENSÃO DE DROGAS,Carlito Pamplona,Carlito Pamplona,Fortaleza,1,27.0,,,
34994,2025-05-24,APRESENTAÇÃO E APREENSÃO DE DROGAS; APRESENTAÇÃO E APREENSÃO DE MUNIÇÃO,Zona Rural,Granja Portugal,Bela Cruz,0,25.9,,,
34995,2025-05-24,VEÍCULO LOCALIZADO,Messejana,Messejana,Fortaleza,0,0.0,,,
34996,2025-05-24,TRÁFICO DE DROGAS,Autran Nunes,Autran Nunes,Fortaleza,0,10.0,1182.75,,
34997,2025-05-24,VEÍCULO LOCALIZADO,Presidente Vargas,Parque Presidente Vargas,Fortaleza,0,0.0,,,
34999,2025-05-24,VEÍCULO LOCALIZADO,Canindezinho,Canindezinho,Fortaleza,0,0.0,,,
35000,2025-05-24,MANDADO DE PRISÃO,Santa Inês,Salinas,Pentecoste,0,0.0,,,
35001,2025-05-24,TRÁFICO DE DROGAS,Cidade Nova,Cidade 2000,Crateús,0,7.0,370.0,,
35002,2025-05-24,TRÁFICO DE DROGAS,José Walter,Prefeito José Walter,Fortaleza,0,11.0,,,
35003,2025-05-24,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB; DIRIGIR VEÍCULO AUTOMOTOR SEM HABILITAÇÃO - Art. 309/CTB,São Luiz,Edson Queiroz,Morrinhos,0,0.0,126.0,,
35004,2025-05-24,TRÁFICO DE DROGAS,Autran Nunes,Autran Nunes,Fortaleza,0,0.4,135.0,,
35005,2025-05-24,MANDADO DE PRISÃO,Zona Rural,Granja Portugal,Crato,0,0.0,,,
35006,2025-05-24,APRESENTAÇÃO E APREENSÃO DE DROGAS,Parque Recreio,Parque Iracema,Crato,0,3447.0,,,
35007,2025-05-24,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB; RECEPTAÇÃO - Art. 180/CPB,Vicente Pinzon,Vicente Pinzón,Fortaleza,0,0.0,,,
35008,2025-05-24,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Zona Rural,Granja Portugal,Pires Ferreira,1,0.0,,,
35009,2025-05-24,TRÁFICO DE DROGAS,Ocupação,Parreão,Itaitinga,0,226.0,141.0,,
35010,2025-05-24,"PORTE DE ARMA DE FOGO COM NUMERAÇÃO RASPADA - Art.16, 1º, IV/Lei nº 10.826/2003; TRÁFICO DE DROGAS",Vila Lobo,Vila Velha,Crato,1,102.0,30.0,,
35011,2025-05-24,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Croatá,Coaçu,São Gonçalo do Amarante,1,0.0,,,
35012,2025-05-24,MANDADO DE PRISÃO,Frei Damião,Farias Brito,Juazeiro do Norte,0,0.0,,,
35013,2025-05-24,TRÁFICO DE DROGAS,Açude Velho,Vila Velha,Morada Nova,0,0.0,239.0,,
35015,2025-05-24,LESÃO CORPORAL - Art. 129/CPB; ORGANIZAÇÃO CRIMINOSA - Art. 2°/ Lei nº 12.850/2013,Coqueiros,Edson Queiroz,Camocim,0,0.0,,,
35016,2025-05-24,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APREENSÃO DE DROGAS,Centro,Centro,Independência,1,1097.0,5126.5,,
35017,2025-05-24,PORTE ILEGAL DE ARMA DE FOGO DE USO RESTRITO - Art. 16/Lei nº 10.826/2003; MANDADO DE PRISÃO,Sumaré,Passaré,Sobral,1,114.4,,,
35018,2025-05-24,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Zona Rural,Granja Portugal,Quixadá,2,0.0,,,
35019,2025-05-24,"TENTATIVA DE HOMICIDIO - Art. 121 c/c Art. 14, II/CPB",Conjunto Nova Esperança,Conjunto Esperança,Paracuru,1,0.0,,,
35020,2025-05-24,"PORTE DE ARMA DE FOGO COM NUMERAÇÃO RASPADA - Art.16, 1º, IV/Lei nº 10.826/2003",Vila de Jericoacoara,Praia De Iracema,Jijoca de Jericoacoara,1,0.0,,,
35021,2025-05-24,"PORTE DE ARMA DE FOGO COM NUMERAÇÃO RASPADA - Art.16, 1º, IV/Lei nº 10.826/2003; POSSE DE DROGA PARA CONSUMO - Art. 28/ Lei nº 11.343/2006",Corrente,Centro,São Benedito,1,2.0,,,
35022,2025-05-24,"EMBRIAGUEZ AO VOLANTE - Art. 306/CTB; DANOS AO PATRIMÔNIO PÚBLICO - Art. 163, Unico, III/CPB",Zona Rural,Granja Portugal,Reriutaba,0,0.0,,,
35023,2025-05-25,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; MANDADO DE PRISÃO,Sumaré,Passaré,Sobral,1,0.0,,,
35024,2025-05-25,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Camocim,3,0.0,,,
35025,2025-05-25,VEÍCULO LOCALIZADO,Corrente,Centro,São Benedito,0,0.0,,,
35026,2025-05-25,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APREENSÃO DE DROGAS,Batateiras,Cajazeiras,Crato,1,242.0,,,
35027,2025-05-25,APRESENTAÇÃO E APREENSÃO DE MUNIÇÃO,Zona Rural,Granja Portugal,Limoeiro do Norte,0,0.0,,,
35028,2025-05-25,VEÍCULO LOCALIZADO,Camboas,Cambeba,Paraipaba,0,0.0,,,
35029,2025-05-25,APRESENTAÇÃO E APREENSÃO DE DROGAS,Prourb,Precabura,Baturité,0,309.8,,,
35030,2025-05-25,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003; DISPARO EM VIA PÚBLICA - Art.15/ Lei nº 10.826/2003,Barrosos,Barroso,Fortaleza,1,0.0,,,
35031,2025-05-25,CRIME AMBIENTAL - Lei nº 9.695/1998,Pinto Madeira,Conjunto Palmeiras,Crato,0,0.0,,,
35032,2025-05-25,EMBRIAGUEZ AO VOLANTE - Art. 306/CTB; RESISTÊNCIA - Art. 329/CPB,Limoeiro,Manoel Sátiro,Juazeiro do Norte,0,0.0,,,
35033,2025-05-25,MANDADO DE PRISÃO,Prainha,Paupina,Aquiraz,0,0.0,,,
35034,2025-05-25,INTERVENÇÃO POLICIAL LETAL; PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; TRÁFICO DE DROGAS,Alto Dos 14,Alto Da Balança,Ipu,3,774.0,1980.0,,
35036,2025-05-26,MANDADO DE PRISÃO,Planalto Benjamim,Planalto Ayrton Senna,Pacatuba,0,0.0,,,
35037,2025-05-26,VEÍCULO LOCALIZADO,Zona Rural,Granja Portugal,Massapê,0,0.0,,,
35039,2025-05-26,MANDADO DE PRISÃO,Cruzeiro,Centro,Massapê,0,0.0,,,
35040,2025-05-26,FURTO - Art. 155/CPB; FALSA IDENTIDADE - Art. 307/CPB,Brasilia,Moura Brasil,Iguatu,0,0.0,,,
35041,2025-05-26,MARIA DA PENHA - Lei nº 11.340/2006,Barra Do Ceara,Barra Do Ceará,Fortaleza,0,0.0,,,
35042,2025-05-26,VEÍCULO LOCALIZADO,Ancuri,Ancuri,Fortaleza,0,0.0,,,
35043,2025-05-26,MANDADO DE PRISÃO,Dom Expedito,Dom Lustosa,Sobral,0,0.0,,,
35044,2025-05-26,TRÁFICO DE DROGAS,Henrique Jorge,Henrique Jorge,Fortaleza,0,128.0,61.75,,
35045,2025-05-26,APRESENTAÇÃO E APREENSÃO DE DROGAS,Carlito Pamplona,Carlito Pamplona,Fortaleza,0,77.0,,,
35046,2025-05-26,TRÁFICO DE DROGAS,Centro,Centro,Chorozinho,0,405.4,1222.0,,
35047,2025-05-26,MANDADO DE PRISÃO,Piau,Pirambu,Aquiraz,0,0.0,,,
35048,2025-05-26,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APREENSÃO DE DROGAS,Messejana,Messejana,Fortaleza,1,195.0,,,
35049,2025-05-26,PORTE ILEGAL DE ARMA DE FOGO DE USO RESTRITO - Art. 16/Lei nº 10.826/2003,Granja Portugal,Granja Portugal,Fortaleza,1,0.0,,,
35050,2025-05-26,MANDADO DE PRISÃO,Pirambu,Pirambu,Fortaleza,0,0.0,,,
35051,2025-05-26,APRESENTAÇÃO E APREENSÃO DE DROGAS,Barroso 1,Barroso,Fortaleza,0,9.0,186.6,,
35052,2025-05-26,VEÍCULO LOCALIZADO,Novo Maranguape,Maraponga,Maranguape,0,0.0,,,
35053,2025-05-26,CONSUMO DE ENTORPECENTES - Art. 28/Lei nº 11.343/2006,Alto Da Penha,Alto Da Balança,Crato,0,26.0,,,
35054,2025-05-26,APRESENTAÇÃO E APREENSÃO DE DROGAS,Jardim Iracema,Jardim Iracema,Fortaleza,0,118.0,,,
35055,2025-05-26,TRÁFICO DE DROGAS; PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Maranhão,Maraponga,Itapipoca,1,342.0,,,
35056,2025-05-26,RECEPTAÇÃO - Art. 180/CPB,Recanto,Centro,Beberibe,0,0.0,,,
35057,2025-05-26,FURTO - Art. 155/CPB,Pedrecal,Pedras,Morada Nova,0,0.0,,,
35058,2025-05-26,CORRUPÇÃO DE MENORES - Art. 244B/ECA; ROUBO DE VEÍCULO - Art. 157/COM; LESÃO CORPORAL - Art. 129/CPB; PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Presidente Vargas,Parque Presidente Vargas,Fortaleza,1,0.0,,,
35059,2025-05-27,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Granja Lisboa,Granja Lisboa,Fortaleza,1,0.0,,,
35060,2025-05-27,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Centro,Centro,Jardim,0,0.0,,,
35062,2025-05-27,VEÍCULO CLONADO,Zona Rural,Granja Portugal,Acaraú,0,0.0,,,
35063,2025-05-27,VEÍCULO CLONADO,Bairro de Fátima,Praia De Iracema,Itapipoca,0,0.0,,,
35065,2025-05-27,TRÁFICO DE DROGAS,Pirambu,Pirambu,Fortaleza,0,24.1,341.2,,
35066,2025-05-27,ACIDENTE DE TRÂNSITO COM VÍTIMA NÃO FATAL - Art. 303/CTB; POLICIAL MILITAR VÍTIMA,Alto Alegre,Alto Da Balança,Maracanaú,0,0.0,,,
35067,2025-05-27,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Zona Rural,Granja Portugal,Guaraciaba do Norte,0,0.0,,,
35068,2025-05-27,MANDADO DE PRISÃO,Jaburu,Jangurussu,Tianguá,0,0.0,,,
35069,2025-05-27,TRÁFICO DE DROGAS,Bonsucesso,Bonsucesso,Fortaleza,0,3.6,,,
35070,2025-05-27,APRESENTAÇÃO E APREENSÃO DE DROGAS,José Walter,Prefeito José Walter,Fortaleza,0,65.0,,,
35071,2025-05-27,TRÁFICO DE DROGAS; RECEPTAÇÃO - Art. 180/CPB,Ladeira,Cajazeiras,Itapipoca,0,0.0,112.0,,
35073,2025-05-27,APRESENTAÇÃO E APREENSÃO DE DROGAS,Planalto Benjamim,Planalto Ayrton Senna,Pacatuba,0,18.0,,,
35074,2025-05-27,APRESENTAÇÃO E APREENSÃO DE DROGAS,Parque Dom Pedro,Parque Dois Irmăos,Itaitinga,0,9609.0,,,
35075,2025-05-27,"PORTE DE ARMA DE FOGO COM NUMERAÇÃO RASPADA - Art.16, 1º, IV/Lei nº 10.826/2003",Itapuã,Itaperi,Caucaia,1,0.0,,,
35076,2025-05-27,FURTO DE VEÍCULO - Art. 155/CPB,Centro,Centro,Barbalha,0,0.0,,,
35077,2025-05-27,VEÍCULO LOCALIZADO,Pajuçara,Parque Araxá,Maracanaú,0,0.0,,,
35078,2025-05-27,APRESENTAÇÃO E APREENSÃO DE DROGAS,Cidade dos Funcionário,Cidade Dos Funcionários,Fortaleza,0,92.0,120.4,,
35079,2025-05-28,APRESENTAÇÃO E APREENSÃO DE DROGAS,Bom Futuro,Bom Futuro,Fortaleza,0,103.0,,,
35080,2025-05-28,ROUBO,Aeroporto,Aeroporto,Russas,0,0.0,,,
35081,2025-05-28,DIRIGIR VEÍCULO AUTOMOTOR SEM HABILITAÇÃO - Art. 309/CTB,Joao Paulo II,João Xxiii,Iguatu,0,0.0,,,
35083,2025-05-28,MANDADO DE PRISÃO,Boa Esperança,Conjunto Esperança,Mombaça,0,0.0,,,
35084,2025-05-28,TRÁFICO DE DROGAS,Canindezinho,Canindezinho,Fortaleza,0,3.0,,,
35085,2025-05-28,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Aeroporto,Aeroporto,Russas,2,0.0,,,
35086,2025-05-28,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Planalto Pici,Planalto Ayrton Senna,Fortaleza,1,0.0,,,
35089,2025-05-28,APRESENTAÇÃO E APREENSÃO DE DROGAS,Carlito Pamplona,Carlito Pamplona,Fortaleza,0,34.0,,,
35090,2025-05-28,MANDADO DE PRISÃO,Joquey Clube,Jóquei Clube,Fortaleza,0,0.0,,,
35091,2025-05-28,MANDADO DE PRISÃO,Lagoa de Cima,Praia De Iracema,Aquiraz,0,0.0,,,
35092,2025-05-28,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Zona Rural,Granja Portugal,Guaiúba,0,0.0,,,
35093,2025-05-28,MANDADO DE PRISÃO,Zona Rural,Granja Portugal,Itapajé,0,0.0,,,
35094,2025-05-28,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APREENSÃO DE DROGAS,Buriti,Curió,Pacajus,1,34.8,,,
35095,2025-05-28,TRÁFICO DE DROGAS,Nova Metropole,Aeroporto,Caucaia,0,31.0,,,
35096,2025-05-28,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Rondagem,Aerolândia,Massapê,0,0.0,,,
35097,2025-05-28,APRESENTAÇÃO E APREENSÃO DE MUNIÇÃO,Aningas,Salinas,Horizonte,0,0.0,,,
35098,2025-05-28,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Pedras,Pedras,Fortaleza,1,0.0,,,
35099,2025-05-28,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Ipueiras,1,0.0,,,
35101,2025-05-28,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Zona Rural,Granja Portugal,Massapê,0,0.0,,,
35102,2025-05-28,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003; TRÁFICO DE DROGAS,Pare Cícero,Parque Iracema,Lavras da Mangabeira,5,179.0,,,
35103,2025-05-28,APRESENTAÇÃO E APREENSÃO DE DROGAS,Zona Rural,Granja Portugal,São Gonçalo do Amarante,0,494.0,,,
35104,2025-05-28,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Canindezinho,Canindezinho,Fortaleza,1,0.0,,,
35105,2025-05-28,TRÁFICO DE DROGAS,Pedreira,Pedras,Varjota,0,29.0,190.0,,
35107,2025-05-28,DIREÇÃO PERIGOSA - Art.175/CTB; ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB; EMBRIAGUEZ AO VOLANTE - Art. 306/CTB,Zona Rural,Granja Portugal,Missão Velha,0,0.0,,,
35108,2025-05-28,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB; RECEPTAÇÃO - Art. 180/CPB; FALSA IDENTIDADE - Art. 307/CPB,Centro,Centro,Morada Nova,0,0.0,,,
35110,2025-05-28,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Jangurussu,Jangurussu,Fortaleza,1,0.0,,,
35111,2025-05-28,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB; EMBRIAGUEZ AO VOLANTE - Art. 306/CTB,Centro,Centro,Caririaçu,0,0.0,,,
35112,2025-05-28,ROUBO DE VEÍCULO - Art. 157/COM; POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003, Loteamento Ipiranga,Conjunto Esperança,Quixadá,1,0.0,,,
35113,2025-05-29,TRÁFICO DE DROGAS,Parque São José,Parque Săo José,Fortaleza,0,20.0,20.0,,
35114,2025-05-29,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Crateús,2,0.0,,,
35115,2025-05-29,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Paraipaba,1,0.0,,,
35116,2025-05-29,TRÁFICO DE DROGAS,Jacarecanga,Jacarecanga,Fortaleza,0,20.0,10.3,,
35117,2025-05-29,RECEPTAÇÃO - Art. 180/CPB,Centro,Centro,Guaiúba,0,0.0,,,
35118,2025-05-29,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zacarias Gonçalves,Jardim Das Oliveiras,Crato,2,0.0,,,
35119,2025-05-29,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Salitre,1,0.0,,,
35120,2025-05-29,TRÁFICO DE DROGAS,Vila Bombom,Vila Uniăo,Aracati,0,98.0,,,
35121,2025-05-29,APRESENTAÇÃO E APREENSÃO DE DROGAS,Carlito Pamplona,Carlito Pamplona,Fortaleza,0,26.0,,,
35122,2025-05-29,MANDADO DE PRISÃO,Centro,Centro,Boa Viagem,0,0.0,,,
35124,2025-05-29,TRÁFICO DE DROGAS,Novo Mauriti,Novo Mondubim,Mauriti,0,21.0,,,
35125,2025-05-29,TRÁFICO DE DROGAS,Lagoa,Lagoa Redonda,Paracuru,0,40.0,,,
35126,2025-05-29,TRÁFICO DE DROGAS; POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Patacas,Itaoca,Aquiraz,2,19.7,123.0,,
35127,2025-05-29,APRESENTAÇÃO E APREENSÃO DE DROGAS,Pedrinhas,Pedras,Juazeiro do Norte,0,685.0,,,
35128,2025-05-29,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Canindezinho,Canindezinho,Fortaleza,1,0.0,,,
35129,2025-05-29,MANDADO DE PRISÃO,Zona Rural,Granja Portugal,Missão Velha,0,0.0,,,
35130,2025-05-29,TRÁFICO DE DROGAS; PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Zona Rural,Granja Portugal,Itapipoca,1,9.5,322.0,,
35131,2025-05-29,APRESENTAÇÃO E APREENSÃO DE DROGAS,Timbú,Fátima,Eusébio,0,33.0,,,
35132,2025-05-29,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Croatá,Coaçu,São Gonçalo do Amarante,0,0.0,,,
35133,2025-05-29,TRÁFICO DE DROGAS,Mutirão,Bom Futuro,Barreira,0,32.0,62.0,,
35134,2025-05-29,VEÍCULO LOCALIZADO,São Gerado,São Gerardo,Fortaleza,0,0.0,,,
35135,2025-05-29,APRESENTAÇÃO E APREENSÃO DE DROGAS,Zona Rural,Granja Portugal,São Luís do Curu,0,62.0,,,
35136,2025-05-29,VEÍCULO LOCALIZADO,Pajuçara,Parque Araxá,Maracanaú,0,0.0,,,
35137,2025-05-29,INTERVENÇÃO POLICIAL LETAL; PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,São Sebastião,São Bento,Ubajara,1,0.0,,,
35138,2025-05-29,TRÁFICO DE DROGAS,Ipueiras,Siqueira,Bela Cruz,0,31.4,41.0,,
35139,2025-05-30,MANDADO DE PRISÃO,Zona Rural,Granja Portugal,Santana do Acaraú,0,0.0,,,
