Controle,Data,Natureza,BairroOcor,bairro_norm,CidadeOcor,total_armas_cache,total_drogas_cache,Dinheiro_Apreendido,lat_ibge,long_ibge
7085,2022-01-13,TRÁFICO DE DROGAS,Edson Queiroz,Edson Queiroz,Fortaleza,0,66.4,,,
7086,2022-01-13,NÃO DELITUOSO,Centro,Centro,Tianguá,0,0.0,,,
7087,2022-01-13,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Várzea Alegre,1,0.0,,,
7088,2022-01-13,ROUBO,Metrópole,Meireles,Caucaia,0,0.0,,,
7089,2022-01-13,MARIA DA PENHA - Lei nº 11.340/2006; LESÃO CORPORAL - Art. 129/CPB,Coqueiro,Edson Queiroz,Itapipoca,0,0.0,,,
7090,2022-01-13,TRÁFICO DE DROGAS,Lagoa Seca,Lagoa Redonda,Itarema,0,1140.0,,,
7091,2022-01-13,ROUBO; DIREÇÃO PERIGOSA - Art.175/CTB,Praia de Iracema,Praia De Iracema,Fortaleza,0,0.0,,,
7092,2022-01-13,POSSE ILEGAL DE MUNIÇÃO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Centro,Centro,Várzea Alegre,0,0.0,,,
7093,2022-01-13,DESACATO - Art. 331/CPB,Centro,Centro,Quixadá,0,0.0,,,
7094,2022-01-13,VEÍCULO LOCALIZADO,Barra do Ceará,Barra Do Ceará,Fortaleza,0,0.0,,,
7095,2022-01-13,ROUBO A RESIDÊNCIA; FURTO À RESIDÊNCIA - Art. 155/CPB,Zona Rural,Granja Portugal,Boa Viagem,0,0.0,,,
7096,2022-01-13,VEÍCULO LOCALIZADO,Rodolfo Teófilo,Rodolfo Teófilo,Fortaleza,0,0.0,,,
7097,2022-01-13,CONSUMO DE ENTORPECENTES - Art. 28/Lei nº 11.343/2006,Seminário,Centro,Crato,0,6.7,,,
7098,2022-01-13,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Jaguaribe,1,0.0,,,
7100,2022-01-13,ROUBO,Cidade Nova,Cidade 2000,Crateús,0,0.0,,,
7101,2022-01-13,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Centro,Centro,Morrinhos,1,0.0,,,
7102,2022-01-13,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003; TRÁFICO DE DROGAS,Zona Rural,Granja Portugal,Brejo Santo,1,3108.0,,,
7103,2022-01-13,TRÁFICO DE DROGAS,Serrinha,Serrinha,Mauriti,0,5126.0,150.85,,
7104,2022-01-14,TRÁFICO DE DROGAS,Tabajara,Cajazeiras,Aracati,0,27.5,39.1,,
7105,2022-01-14,VEÍCULO LOCALIZADO,Moura Brasil,Moura Brasil,Fortaleza,0,0.0,,,
7106,2022-01-14,MANDADO DE PRISÃO,Iguape,Itaperi,Aquiraz,0,0.0,,,
7108,2022-01-14,RECEPTAÇÃO - Art. 180/CPB,Centro,Centro,Várzea Alegre,0,0.0,,,
7109,2022-01-14,RECEPTAÇÃO - Art. 180/CPB,Centro,Centro,Maracanaú,0,0.0,,,
7111,2022-01-14,TRÁFICO DE DROGAS,Parque Havai,Parque Araxá,Eusébio,0,2.0,400.0,,
7113,2022-01-15,APRESENTAÇÃO E APREENSÃO DE MUNIÇÃO,Vila Neuma,Vila Velha,Iguatu,0,0.0,,,
7115,2022-01-14,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Maraponga,Maraponga,Fortaleza,1,0.0,,,
7116,2022-01-14,TRÁFICO DE DROGAS,Américo Bezerra,Antônio Bezerra,Jaguaribe,0,24.0,39.0,,
7117,2022-01-15,CONSUMO DE ENTORPECENTES - Art. 28/Lei nº 11.343/2006,Alto Do Posto,Cais Do Porto,Granja,0,8.0,,,
7118,2022-01-14,ROUBO,Centro,Centro,Sobral,0,0.0,,,
7119,2022-01-15,TRÁFICO DE DROGAS,Pirambu,Pirambu,Fortaleza,0,17.0,45.0,,
7120,2022-01-15,DESACATO - Art. 331/CPB; RESISTÊNCIA - Art. 329/CPB,Pirambu,Pirambu,Fortaleza,0,0.0,,,
7121,2022-01-15,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Maracanzinho,Canindezinho,Maracanaú,1,0.0,,,
7122,2022-01-15,VEÍCULO LOCALIZADO,Jardim das Oliveiras,Jardim Das Oliveiras,Fortaleza,0,0.0,,,
7123,2022-01-15,POSSE DE DROGA PARA CONSUMO - Art. 28/ Lei nº 11.343/2006,Alto da Alegria,Alto Da Balança,Barbalha,0,4.0,221.0,,
7124,2022-01-15,TRÁFICO DE DROGAS,Conjunto Metropolitano,Conjunto Palmeiras,Caucaia,0,15.0,83.0,,
7125,2022-01-15,LESÃO CORPORAL - Art. 129/CPB; MARIA DA PENHA - Lei nº 11.340/2006,Centro,Centro,Acopiara,0,0.0,,,
7126,2022-01-15,TRÁFICO DE DROGAS; ASSOCIAÇÃO AO TRÁFICO DE DROGAS - Art. 35/Lei nº 11.343/2006,Parque Santo Antônio,Parque Santa Maria,Itaitinga,0,270.0,,,
7127,2022-01-15,POSSE ILEGAL DE MUNIÇÃO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003; TRÁFICO DE DROGAS,Genibaú,Genibaú,Fortaleza,0,4.0,284.0,,
7128,2022-01-15,OUTROS,Cajazeiras,Cajazeiras,Fortaleza,0,0.0,,,
7129,2022-01-10,VEÍCULO LOCALIZADO,Zona Rural,Granja Portugal,Forquilha,0,0.0,,,
7130,2022-01-16,PORTE ILEGAL DE ARMA BRANCA - Art. 19/Lei nº 3.688/1941,Pirajá,Pirambu,Juazeiro do Norte,0,0.0,,,
7131,2022-01-15,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Esplanada do Araturi,Praia Do Futuro I,Caucaia,1,0.0,,,
7132,2022-01-15,TRÁFICO DE DROGAS,Antônio Holanda de Oliveira,Jardim Das Oliveiras,Limoeiro do Norte,0,26.0,80.0,,
7134,2022-01-16,VEÍCULO LOCALIZADO,Zona Rural,Granja Portugal,Baturité,0,0.0,,,
7135,2022-01-16,MANDADO DE PRISÃO,Bom Jardim,Bom Jardim,Fortaleza,0,0.0,,,
7136,2022-01-16,APRESENTAÇÃO E APREENSÃO DE MUNIÇÃO; APRESENTAÇÃO E APREENSÃO DE DROGAS,Sapiranga,Sapiranga / Coité,Fortaleza,0,18.0,,,
7137,2022-01-16,APRESENTAÇÃO E APREENSÃO DE DROGAS,Siqueira,Siqueira,Fortaleza,0,31.0,,,
7138,2022-01-16,APOIO À AUTORIDADE,Luciano Cavalcante,Engenheiro Luciano Cavalcante,Fortaleza,0,0.0,,,
7139,2022-01-16,VEÍCULO LOCALIZADO,Araturi,Cararu,Caucaia,0,0.0,,,
7140,2022-01-16,MANDADO DE PRISÃO,Zona Rural,Granja Portugal,Viçosa do Ceará,0,0.0,,,
7141,2022-01-16,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Alto Alegre,Alto Da Balança,Forquilha,1,0.0,,,
7142,2022-01-16,RECEPTAÇÃO - Art. 180/CPB; PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Zona Rural,Granja Portugal,Limoeiro do Norte,1,0.0,,,
7143,2022-01-16,POSSE ILEGAL DE ARMA DE FOGO DE USO RESTRITO - Art. 16/Lei nº 10.826/2003,Padre Lima,Parque Iracema,Itapajé,1,0.0,,,
7144,2022-01-16,MANDADO DE PRISÃO,Henrique Jorge,Henrique Jorge,Fortaleza,0,0.0,,,
7145,2022-01-16,OUTROS,Alto Juca,Itaoca,Iguatu,0,0.0,,,
7146,2022-01-16,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Guajiru,Guajeru,Trairi,1,0.0,54.0,,
7147,2022-01-16,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB; RECEPTAÇÃO - Art. 180/CPB,Barra do Ceará,Barra Do Ceará,Fortaleza,0,0.0,,,
7148,2022-01-16,EMBRIAGUEZ AO VOLANTE - Art. 306/CTB,Fazendinha,Aerolândia,Itapipoca,0,0.0,,,
7149,2022-01-16,Crime de Trânsito (Diversos),São João,São João Do Tauape,Quixadá,0,0.0,,,
7150,2022-01-16,DIREÇÃO PERIGOSA - Art.175/CTB; DESOBEDIÊNCIA - Art. 330/CPB,Ocupação,Parreão,Itaitinga,0,0.0,,,
7151,2022-01-16,MANDADO DE PRISÃO,Sapiranga,Sapiranga / Coité,Fortaleza,0,0.0,,,
7152,2022-01-16,APRESENTAÇÃO E APREENSÃO DE DROGAS; APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APREENSÃO DE MUNIÇÃO; APRESENTAÇÃO E APRRENSÃO DE OBJETOS,Ceac,Cambeba,Boa Viagem,1,5318.0,1022.0,,
7153,2022-01-16,VEÍCULO LOCALIZADO,Paupina,Paupina,Fortaleza,0,0.0,,,
7154,2022-01-16,VEÍCULO LOCALIZADO,Araturi,Cararu,Caucaia,0,0.0,,,
7155,2022-01-16,TRÁFICO DE DROGAS,Carlotas,Varjota,Paracuru,0,22.0,,,
7156,2022-01-16,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Alto Alegre,Alto Da Balança,Baturité,1,0.0,,,
7157,2022-01-16,TRÁFICO DE DROGAS; ASSOCIAÇÃO AO TRÁFICO DE DROGAS - Art. 35/Lei nº 11.343/2006; APRESENTAÇÃO E APREENSÃO DE MUNIÇÃO,Bela Vista,Bela Vista,Mauriti,0,100.0,,,
7158,2022-01-16,MANDADO DE PRISÃO,Cinzas,Salinas,Santa Quitéria,0,0.0,,,
7159,2022-01-16,RECEPTAÇÃO - Art. 180/CPB,Lagoa Seca,Lagoa Redonda,Juazeiro do Norte,0,0.0,274.0,,
7161,2022-01-16,ROUBO,Camará,Cararu,Aquiraz,0,0.0,109.0,,
7162,2022-01-17,APRESENTAÇÃO E APREENSÃO DE DROGAS,Sapiranga,Sapiranga / Coité,Fortaleza,0,63.0,,,
7163,2022-01-17,APRESENTAÇÃO E APREENSÃO DE DROGAS,Serrinha,Serrinha,Fortaleza,0,132.9,19.6,,
7164,2022-01-17,VEÍCULO LOCALIZADO,Zona Rural,Granja Portugal,Quixadá,0,0.0,,,
7165,2022-01-17,VEÍCULO LOCALIZADO,Jardim América,Jardim América,Fortaleza,0,0.0,,,
7166,2022-01-14,TRÁFICO DE DROGAS,Centro,Centro,Pentecoste,0,2.0,82.0,,
7167,2022-01-17,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Zona Rural,Granja Portugal,Mombaça,2,0.0,,,
7169,2022-01-17,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Santa Rita,Parque Santa Maria,Itapajé,1,0.0,,,
7170,2022-01-17,APRESENTAÇÃO E APREENSÃO DE DROGAS; APRESENTAÇÃO E APREENSÃO DE MUNIÇÃO,Sapiranga,Sapiranga / Coité,Fortaleza,0,1110.0,,,
7171,2022-01-17,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APREENSÃO DE DROGAS,Sapiranga,Sapiranga / Coité,Fortaleza,1,57.0,5.35,,
7172,2022-01-17,MANDADO DE PRISÃO,Edson Queiroz,Edson Queiroz,Fortaleza,0,0.0,,,
7173,2022-01-17,ROUBO DE VEÍCULO - Art. 157/COM,Araturi,Cararu,Caucaia,0,0.0,,,
7174,2022-01-17,ROUBO,Parangaba,Parangaba,Fortaleza,0,0.0,30.8,,
7175,2022-01-17,INTERVENÇÃO POLICIAL NÃO LETAL; PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; TRÁFICO DE DROGAS,Manduca Penteado,Amadeu Furtado,Santa Quitéria,1,25.0,,,
7176,2022-01-17,VEÍCULO LOCALIZADO,Araturi,Cararu,Caucaia,0,0.0,,,
7177,2022-01-17,APRESENTAÇÃO E APREENSÃO DE DROGAS,Paraiso das Flores,Jardim Das Oliveiras,Sobral,0,27.5,,,
7179,2022-01-18,VEÍCULO LOCALIZADO,Luciano Cavalcante,Engenheiro Luciano Cavalcante,Fortaleza,0,0.0,,,
7180,2022-01-18,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Campo Grande,Couto Fernandes,Caucaia,1,0.0,,,
7181,2022-01-18,APRESENTAÇÃO E APREENSÃO DE DROGAS,Bairro Paupina,Paupina,Fortaleza,0,22.0,,,
7182,2022-01-18,VEÍCULO LOCALIZADO,Presidente Kennedy,Presidente Kennedy,Fortaleza,0,0.0,,,
7183,2022-01-18,RECEPTAÇÃO - Art. 180/CPB,Jangurussu,Jangurussu,Fortaleza,0,0.0,,,
7184,2022-01-18,Crime de Trânsito (Diversos),Fátima I,Fátima,Crateús,0,0.0,,,
7185,2022-01-18,TRÁFICO DE DROGAS,Novo Mondubim,Novo Mondubim,Fortaleza,0,2.0,24.55,,
7186,2022-01-18,FURTO - Art. 155/CPB,Aroeiras,Cajazeiras,Acopiara,0,0.0,,,
7188,2022-01-18,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; TRÁFICO DE DROGAS,Messejana,Messejana,Fortaleza,1,18.0,,,
7189,2022-01-18,"TENTATIVA DE HOMICIDIO - Art. 121 c/c Art. 14, II/CPB; APOIO À AUTORIDADE",Caucaia,Cajazeiras,Caucaia,0,0.0,,,
7190,2022-01-18,HOMICÍDIO - Art. 121/CPB,Dom Jose 1,Dom Lustosa,Sobral,0,0.0,,,
7191,2022-01-18,APRESENTAÇÃO E APRRENSÃO DE OBJETOS,Vila São Rafael,Vila Velha,Aracati,0,0.0,,,
7192,2022-01-18,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,José de Alencar,José De Alencar,Fortaleza,1,0.0,,,
7193,2022-01-18,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Acuri,Ancuri,Fortaleza,1,0.0,,,
7194,2022-01-18,TRÁFICO DE DROGAS,Itaperi,Itaperi,Fortaleza,0,1.0,40.0,,
7195,2022-01-18,TRÁFICO DE DROGAS,Almofala,Aldeota,Itarema,0,23.0,,,
7196,2022-01-18,RECEPTAÇÃO - Art. 180/CPB,Centro,Centro,Fortaleza,0,0.0,,,
7197,2022-01-18,TRÁFICO DE DROGAS,Ancuri,Ancuri,Itaitinga,0,11.0,7.5,,
7198,2022-01-18,TRÁFICO DE DROGAS,Pedrinhas,Pedras,Acaraú,0,62.0,1645.0,,
7199,2022-01-19,VEÍCULO CLONADO,Zona Rural,Granja Portugal,Pereiro,0,0.0,,,
7200,2022-01-19,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APREENSÃO DE ARMA BRANCA; APRESENTAÇÃO E APRRENSÃO DE OBJETOS,Jardim América,Jardim América,Fortaleza,1,27.0,,,
7202,2022-01-19,MANDADO DE PRISÃO,Cidade alta,Cidade 2000,São Benedito,0,0.0,,,
7203,2022-01-19,VEÍCULO LOCALIZADO,São Miguel,São Gerardo,Caucaia,0,0.0,,,
7205,2022-01-19,"PORTE DE ARMA DE FOGO COM NUMERAÇÃO RASPADA - Art.16, 1º, IV/Lei nº 10.826/2003",Várzea da Matriz,Parque Santa Maria,Aracati,1,0.0,,,
7206,2022-01-19,TRÁFICO DE DROGAS,Canindezinho,Canindezinho,Maracanaú,0,57.8,280.0,,
7208,2022-01-19,ROUBO,Mondubim,Mondubim,Fortaleza,0,0.0,42.0,,
7210,2022-01-19,APRESENTAÇÃO E APREENSÃO DE DROGAS,Campo Grande,Couto Fernandes,Caucaia,0,44.0,,,
7211,2022-01-19,ROUBO A COLETIVO - Art. 157/CPB,Conjunto Ceará,Conjunto Ceará I,Fortaleza,0,0.0,,,
7212,2022-01-19,AMEAÇA - Art. 147/CPB,Centro,Centro,Brejo Santo,0,0.0,,,
7213,2022-01-19,RECEPTAÇÃO - Art. 180/CPB,Colônia,Aerolândia,Fortaleza,0,0.0,,,
7214,2022-01-19,APOIO A OCORRÊNCIAS  DE OUTRAS UNIDADES,Centro,Centro,Morada Nova,0,0.0,,,
7215,2022-01-19,AMEAÇA - Art. 147/CPB; PORTE ILEGAL DE ARMA BRANCA - Art. 19/Lei nº 3.688/1941,Cento,Centro,Juazeiro do Norte,0,0.0,,,
7216,2022-01-19,VEÍCULO LOCALIZADO,Conjunto Ceará,Conjunto Ceará I,Fortaleza,0,0.0,,,
7217,2022-01-19,TRÁFICO DE DROGAS,Planalto Airton Senna,Planalto Ayrton Senna,Fortaleza,0,57.0,,,
7218,2022-01-19,RECEPTAÇÃO - Art. 180/CPB,Mucuripe,Mucuripe,Fortaleza,0,0.0,,,
7219,2022-01-19,TRÁFICO DE DROGAS,Genibaú,Genibaú,Fortaleza,0,33.0,160.0,,
7220,2022-01-19,INTERVENÇÃO POLICIAL LETAL; APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Jaguaruana,3,0.0,,,
7222,2022-01-19,MANDADO DE PRISÃO,Centro,Centro,Brejo Santo,0,0.0,50.0,,
7223,2022-01-20,VEÍCULO LOCALIZADO,Bom Jardim,Bom Jardim,Fortaleza,0,0.0,,,
7224,2022-01-20,VEÍCULO LOCALIZADO,Granja Lisboa,Granja Lisboa,Fortaleza,0,0.0,,,
7225,2022-01-20,TRÁFICO DE DROGAS,Jangurussu,Jangurussu,Fortaleza,0,8.0,50.0,,
7226,2022-01-20,VEÍCULO LOCALIZADO,Bom Jardim,Bom Jardim,Fortaleza,0,0.0,,,
7227,2022-01-20,TRÁFICO DE DROGAS,Centro,Centro,Viçosa do Ceará,0,23.0,,,
7228,2022-01-20,TRÁFICO DE DROGAS,Capuá,Coaçu,Caucaia,0,9.0,20.0,,
7229,2022-01-20,POSSE ILEGAL DE MUNIÇÃO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003; APOIO A OCORRÊNCIAS  DE OUTRAS UNIDADES,Centro,Centro,Ibaretama,0,168.0,,,
7230,2022-01-20,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Mombaça,4,0.0,,,
7231,2022-01-20,ROUBO,Mina,Paupina,Ipu,0,0.0,,,
7232,2022-01-20,ACIDENTE DE TRÂNSITO COM VÍTIMA NÃO FATAL - Art. 303/CTB,Coqueiro,Edson Queiroz,Itapipoca,0,0.0,,,
7234,2022-01-20,APRESENTAÇÃO E APREENSÃO DE DROGAS,Pirambu,Pirambu,Fortaleza,0,190.0,,,
7236,2022-01-20,VEÍCULO LOCALIZADO,Pedregal,Pedras,Aracati,0,0.0,,,
7237,2022-01-20,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Parajuru,Cararu,Beberibe,1,11.0,,,
7238,2022-01-20,VEÍCULO LOCALIZADO,"Bom Jardim,",Bom Jardim,Fortaleza,0,0.0,,,
7239,2022-01-20,TRÁFICO DE DROGAS,Parque Albano,Parque Araxá,Caucaia,0,73.0,,,
7240,2022-01-20,CONSUMO DE ENTORPECENTES - Art. 28/Lei nº 11.343/2006,Edson Queiroz,Edson Queiroz,Fortaleza,0,4.0,,,
7242,2022-01-20,TRÁFICO DE DROGAS; CORRUPÇÃO DE MENORES - Art. 244B/ECA,Centro,Centro,Quixeramobim,0,4.5,67.0,,
7244,2022-01-20,RECEPTAÇÃO - Art. 180/CPB,Seminário,Centro,Sobral,0,0.0,,,
7245,2022-01-20,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,São Bernado,São Gerardo,Fortaleza,1,0.0,,,
7246,2022-01-20,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Canidezinho,Canindezinho,Fortaleza,1,0.0,3041.0,,
7247,2022-01-20,TRÁFICO DE DROGAS; PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; CORRUPÇÃO DE MENORES - Art. 244B/ECA,Zona Rural,Granja Portugal,Guaramiranga,1,3.2,910.9,,
7248,2022-01-21,TRÁFICO DE DROGAS,Boa Vista,Bela Vista,Caucaia,0,19.0,67.0,,
7249,2022-01-20,EMBRIAGUEZ AO VOLANTE - Art. 306/CTB; PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Siqueira,Siqueira,Fortaleza,1,0.0,,,
7250,2022-01-21,APRESENTAÇÃO E APREENSÃO DE DROGAS,José Walter,Prefeito José Walter,Fortaleza,0,14.0,,,
7251,2022-01-21,VEÍCULO LOCALIZADO,Canindezinho,Canindezinho,Fortaleza,0,0.0,,,
7252,2022-01-21,TRÁFICO DE DROGAS,Pajuçara,Parque Araxá,Maracanaú,0,9.0,41.0,,
7253,2022-01-21,VEÍCULO LOCALIZADO,Bom Jardim,Bom Jardim,Fortaleza,0,0.0,,,
7254,2022-01-21,TRÁFICO DE DROGAS,Coqueiros,Edson Queiroz,Camocim,0,15.2,,,
7255,2022-01-21,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003; TRÁFICO DE DROGAS,Fomento,São Bento,Iguatu,2,939.0,,,
7256,2022-01-21,MANDADO DE PRISÃO,Centro,Centro,São Luís do Curu,0,0.0,,,
7257,2022-01-21,TRÁFICO DE DROGAS,Cinzas,Salinas,Santa Quitéria,0,1466.0,,,
7258,2022-01-21,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Viçosa do Ceará,2,0.0,,,
7259,2022-01-21,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Vila São Bento I,São Bento,Crato,1,0.0,,,
7260,2022-01-21,MANDADO DE PRISÃO,João Cabral,Moura Brasil,Juazeiro do Norte,0,0.0,,,
7262,2022-01-21,ROUBO DE VEÍCULO - Art. 157/COM,Zona Rural,Granja Portugal,Paracuru,0,0.0,,,
7263,2022-01-21,APRESENTAÇÃO E APREENSÃO DE DROGAS,Parque Albano,Parque Araxá,Caucaia,0,39.0,,,
7264,2022-01-21,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Curió,Curió,Fortaleza,1,0.0,,,
7265,2022-01-21,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Passaré,Passaré,Fortaleza,1,0.0,,,
7266,2022-01-21,VEÍCULO LOCALIZADO,Jaçanaú,Jacarecanga,Maracanaú,0,0.0,,,
7267,2022-01-21,VEÍCULO LOCALIZADO,Jaçanaú,Jacarecanga,Maracanaú,0,0.0,,,
7268,2022-01-21,TRÁFICO DE DROGAS,Centro,Centro,Jijoca de Jericoacoara,0,4.8,5.0,,
7269,2022-01-21,TRÁFICO DE DROGAS,Centro,Centro,Jijoca de Jericoacoara,0,17.2,,,
7270,2022-01-21,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Zona Rural,Granja Portugal,Granja,1,0.0,,,
7271,2022-01-21,FURTO DE VEÍCULO - Art. 155/CPB,Salgadinho,Salinas,Juazeiro do Norte,0,0.0,55.5,,
7272,2022-01-21,TRÁFICO DE DROGAS,Centro,Centro,Cruz,0,9.0,50.0,,
7274,2022-01-21,TRÁFICO DE DROGAS; RESISTÊNCIA - Art. 329/CPB,Centro,Centro,Morada Nova,0,33.9,7.0,,
7275,2022-01-21,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; TRÁFICO DE DROGAS; ASSOCIAÇÃO AO TRÁFICO DE DROGAS - Art. 35/Lei nº 11.343/2006,Canto da Barra,Alto Da Balança,Fortim,1,17.0,,,
7277,2022-01-21,CORRUPÇÃO DE MENORES - Art. 244B/ECA; POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003; TRÁFICO DE DROGAS,Baixa,Bela Vista,Santana do Acaraú,2,30.0,79.0,,
7278,2022-01-22,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; TRÁFICO DE DROGAS,Pedregal,Pedras,Santana do Acaraú,1,4.0,,,
7279,2022-01-22,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Barrocão,Barroso,Itaitinga,1,0.0,,,
7280,2022-01-22,MANDADO DE PRISÃO,Campo Grande,Couto Fernandes,Caucaia,0,0.0,,,
7283,2022-01-22,APOIO A OCORRÊNCIAS  DE OUTRAS UNIDADES; ROUBO; PORTE ILEGAL DE MUNIÇÃO DE USO PERMITIDO - Art .14/Lei nº 10.826/2003,Centro,Centro,Fortaleza,0,0.0,,,
7285,2022-01-22,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Zona Rural,Granja Portugal,Aracati,1,0.0,,,
7286,2022-01-22,TRÁFICO DE DROGAS,Maraponga,Maraponga,Fortaleza,0,6.0,14.0,,
7288,2022-01-22,VEÍCULO LOCALIZADO,Sumaré,Passaré,Sobral,0,0.0,,,
7289,2022-01-22,MANDADO DE PRISÃO,Damas,Damas,Fortaleza,0,7.0,,,
7290,2022-01-22,EMBRIAGUEZ AO VOLANTE - Art. 306/CTB,Antônio Bezerra,Antônio Bezerra,Fortaleza,0,0.0,,,
7291,2022-01-22,LESÃO CORPORAL - Art. 129/CPB,Centro,Centro,Baturité,0,0.0,,,
7293,2022-01-22,EMBRIAGUEZ AO VOLANTE - Art. 306/CTB; DIRIGIR VEÍCULO AUTOMOTOR SEM HABILITAÇÃO - Art. 309/CTB,Quixeramobim,Pirambu,Quixeramobim,0,0.0,,,
7294,2022-01-22,TRÁFICO DE DROGAS,Bom Jardim,Bom Jardim,Fortaleza,0,2.0,18.0,,
7298,2022-01-22,apt; APRESENTAÇÃO E APRRENSÃO DE OBJETOS,Prado,Pedras,Iguatu,0,0.0,,,
7299,2022-01-22,VEÍCULO LOCALIZADO,Fátima,Fátima,Fortaleza,0,0.0,,,
7300,2022-01-22,TRÁFICO DE DROGAS,Vila Pacheco,Vila Peri,Cascavel,0,4.0,35.65,,
7301,2022-01-23,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Picuí,Papicu,Caucaia,1,0.0,,,
7302,2022-01-22,RECEPTAÇÃO - Art. 180/CPB; TRÁFICO DE DROGAS,Camburão,Precabura,Paraipaba,0,19.0,200.0,,
7303,2022-01-23,ROUBO; VEÍCULO LOCALIZADO,Padre Palhano,Padre Andrade,Sobral,0,0.0,,,
7305,2022-01-23,ROUBO,Timbó,Fátima,Maracanaú,0,0.0,,,
7306,2022-01-23,"PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; TENTATIVA DE HOMICIDIO - Art. 121 c/c Art. 14, II/CPB",Salguin,Salinas,Acaraú,1,17.5,380.0,,
7307,2022-01-23,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Barra do Ceará,Barra Do Ceará,Fortaleza,0,0.0,,,
7308,2022-01-23,APRESENTAÇÃO E APRRENSÃO DE OBJETOS,Prado,Pedras,Iguatu,0,0.0,,,
7309,2022-01-23,ROUBO,José Walter,Prefeito José Walter,Fortaleza,0,0.0,,,
7311,2022-01-23,TRÁFICO DE DROGAS,Olinda,Aerolândia,Camocim,0,2.5,,,
7312,2022-01-23,TRÁFICO DE DROGAS,Olinda,Aerolândia,Camocim,0,483.0,,,
7313,2022-01-23,RECEPTAÇÃO - Art. 180/CPB,Novo Paraíso,Conjunto Palmeiras,Caucaia,0,0.0,,,
7314,2022-01-23,LESÃO CORPORAL - Art. 129/CPB,Cajás,Cajazeiras,Crateús,0,0.0,,,
7315,2022-01-23,TRÁFICO DE DROGAS; ASSOCIAÇÃO AO TRÁFICO DE DROGAS - Art. 35/Lei nº 11.343/2006,Maletas,Aldeota,Paracuru,0,10.0,580.0,,
