cidade,bairro,rua,cvli_count
BARROQUINHA,DESCONHECIDO,RUA DA CAIXA DA AGUA,1
SOBRAL,DESCONHECIDO,RUA EFRATA,1
SOBRAL,DESCONHECIDO,RUA ENGENHEIRO JOSÉ FIGUEIREDO,1
BARROQUINHA,DESCONHECIDO,RUA DOIS,1
SOBRAL,DESCONHECIDO,RUA FRANCISCO ALFREDO CAVALCANTE,1
SOBRAL,DESCONHECIDO,RUA FRANCISCO COSTA,1
SOBRAL,DESCONHECIDO,RUA FRANCISCO DAS CHAGAS BARRETO LIMA,1
SOBRAL,DESCONHECIDO,RUA FRANCISCO EVANDRO SOUSA FILHO,1
SOBRAL,DESCONHECIDO,RUA FRANCISCO FENELON ALVES,1
SOBRAL,DESCONHECIDO,RUA FRANCISCO RODRIGUES DA COSTA,1
BARROQUINHA,DESCONHECIDO,RUA FRANCISCO BENTO,1
BARROQUINHA,DESCONHECIDO,RUA GONÇALA,1
BARROQUINHA,DESCONHECIDO,RUA PICADA NOVA,1
SOBRAL,DESCONHECIDO,RUA GUARANÍ,1
SOBRAL,DESCONHECIDO,RUA HENRIQUE RODRIGUES,1
SOBRAL,DESCONHECIDO,RUA IDELBRANDO PORTELA,1
SOBRAL,DESCONHECIDO,RUA JANDÁIA,1
BATURITÉ,BATURITE,CE-356,1
SOBRAL,DESCONHECIDO,RUA JOAQUIM DIAS DA PONTE,1
SOBRAL,DESCONHECIDO,RUA JOAQUIM MARIANO,1
BATURITÉ,BATURITE,ESTRADA DO CANDEIA,1
SOBRAL,DESCONHECIDO,RUA JOSÉ CAVALCANTE PARENTE,1
BATURITÉ,BATURITE,ESTRADA PARÁ Ó JORDÃO,1
SOBRAL,DESCONHECIDO,RUA JOSÉ FROTA CARNEIRO,1
BATURITÉ,BATURITE,ESTRADA RAPOSO OITICICA,1
SOBRAL,DESCONHECIDO,RUA JOSÉ LOPES PONTE,1
BATURITÉ,BATURITE,RUA ALVINA ALVES FERREIRA,1
SOBRAL,DESCONHECIDO,RUA JOSÉ PIERRE,1
SOBRAL,DESCONHECIDO,RUA JOSÉ RADIER DE SOUSA,1
BATURITÉ,BATURITE,RUA AUDIFAX MENDES,1
SOBRAL,DESCONHECIDO,RUA JOSÉ SABÓIA NETO,1
SOBRAL,DESCONHECIDO,RUA JOSÉ SOLON AGUIAR,1
BATURITÉ,BATURITE,RUA COMERCIANTE JOSÉ DIAS,1
SOBRAL,DESCONHECIDO,RUA JOÃO DIAS DE CARVALHO,1
SOBRAL,DESCONHECIDO,RUA JOÃO PAULO I,1
SOBRAL,DESCONHECIDO,RUA JOÃO XIMENES DO PRADO,1
SOBRAL,DESCONHECIDO,RUA JURITI,1
SOBRAL,DESCONHECIDO,RUA JUÁ,1
BATURITÉ,BATURITE,RUA CORONEL PEDRO CASTELO,1
SOBRAL,DESCONHECIDO,RUA LEONOR ÁUREA DE LOIOLA SIQUEIRA,1
SOBRAL,DESCONHECIDO,RUA LINDOLFO SOUZA ALBUQUERQUE,1
SOBRAL,DESCONHECIDO,RUA LUÍS SANTO AQUINO,1
SOBRAL,DESCONHECIDO,RUA MARIA ALICE BARRETO,1
SOBRAL,DESCONHECIDO,RUA MARIA ALICE BARRETO LIMA,1
SOBRAL,DESCONHECIDO,RUA MARIA DA GLÓRIA,1
SOBRAL,DESCONHECIDO,RUA MARIA DE LOURDES DE SOUSA,1
SOBRAL,DESCONHECIDO,RUA MARIA SELMA VASCONCELOS CARNEIRO,1
SOBRAL,DESCONHECIDO,RUA MARIANO FEIJÓ DE MELO,1
BATURITÉ,BATURITE,RUA EDITE SARAIVA CAVALCANTE,1
SOBRAL,DESCONHECIDO,RUA MENINO DEUS,1
SOBRAL,DESCONHECIDO,RUA MOISÉS PLÍNIO DE ARRUDA,1
BATURITÉ,BATURITE,RUA G,1
SOBRAL,DESCONHECIDO,RUA MONSENHOR LINHARES,1
BATURITÉ,BATURITE,RUA MONTE MOR,1
BATURITÉ,BATURITE,RUA PADRE ANTÔNIO PINTO,1
SOBRAL,DESCONHECIDO,RUA NOSSA SENHORA DE FÁTIMA,1
SOBRAL,DESCONHECIDO,RUA OLÁVO BILAC,1
SOBRAL,DESCONHECIDO,RUA ORIANO MENDES,1
SOBRAL,DESCONHECIDO,RUA PADRE CICERO,1
SOBRAL,DESCONHECIDO,RUA PADRE JOÃO MENDES LIRA,1
SOBRAL,DESCONHECIDO,RUA PADRE OSVALDO CHAVES,1
SOBRAL,DESCONHECIDO,RUA PADRE ÉDSON,1
SOBRAL,DESCONHECIDO,RUA PEDRO GRENDENE,1
SOBRAL,DESCONHECIDO,RUA PEDRO MENDES CARNEIRO,1
SOBRAL,DESCONHECIDO,RUA PIMENTEL GOMES,1
BATURITÉ,BATURITE,RUA QUINZE DE NOVEMBRO,1
BATURITÉ,BATURITE,RUA SENADOR JOÃO CORDEIRO,1
BATURITÉ,BATURITE,TRAVESSA COMERCIANTE QUINCAS PINHEIRO,1
SOBRAL,DESCONHECIDO,RUA PROFESSORA MARIA PINTO,1
SOBRAL,DESCONHECIDO,RUA RAIMUNDO ALVES,1
SOBRAL,DESCONHECIDO,RUA RAIMUNDO LUIZ DA COSTA,1
BATURITÉ,BATURITE,TRAVESSA DOUTOR JOÃO RAMOS,1
SOBRAL,DESCONHECIDO,RUA RAIMUNDO NEVES,1
SOBRAL,DESCONHECIDO,RUA RAIMUNDO NONATO VASCONCELOS,1
BATURITÉ,DESCONHECIDO,BECO IRMÃ RUBUSTINA,1
SOBRAL,DESCONHECIDO,RUA RESSURREIÇÃO,1
SOBRAL,DESCONHECIDO,RUA ROSA ROCHA,1
SOBRAL,DESCONHECIDO,RUA SALVADOR,1
SOBRAL,DESCONHECIDO,RUA SANTA CLARA,1
BATURITÉ,DESCONHECIDO,ESTRADA VÍA RIACHO DO PANTA,1
SOBRAL,DESCONHECIDO,RUA SANTA TEREZINHA,1
SOBRAL,DESCONHECIDO,RUA SAO JOAQUIM,1
SOBRAL,DESCONHECIDO,RUA SEBASTIÃO DA PEDREIRA,1
BATURITÉ,DESCONHECIDO,RUA CORAÇÃO DE JESUS,1
BATURITÉ,DESCONHECIDO,RUA COSME PASO MACIEL CARVALHO,1
BATURITÉ,DESCONHECIDO,RUA ROBUSTINA,1
SOBRAL,DESCONHECIDO,RUA SINÉZIO DE ALBUQUERQUE,1
SOBRAL,DESCONHECIDO,RUA SÃO CRISTÓVÃO,1
BATURITÉ,DESCONHECIDO,SITIO JESUÍTAS,1
SOBRAL,DESCONHECIDO,RUA TABELIÃO ILDEFONSO CAVALCANTE,1
BATURITÉ,DESCONHECIDO,SITIO OITICICA,1
BATURITÉ,DESCONHECIDO,TRAVESSA JOSÉ BRAULINO DE FREITAS,1
SOBRAL,DESCONHECIDO,RUA TULÍPA,1
BEBERIBE,DESCONHECIDO,AVENIDA A,1
BEBERIBE,DESCONHECIDO,AVENIDA MANOEL MACHADO,1
SOBRAL,DESCONHECIDO,RUA VENTURA,1
BEBERIBE,DESCONHECIDO,AVENIDA MARIA CALADO,1
SOBRAL,DESCONHECIDO,RUA VEREADOR NELSON TAVARES,1
SOBRAL,DESCONHECIDO,RUA VEREADOR RAIMUNDO NILO DONIZETE,1
SOBRAL,DESCONHECIDO,RUA VICENTE CORREIA DE SÁ,1
SOBRAL,DESCONHECIDO,RUA VICENTE CORRÊA,1
BEBERIBE,DESCONHECIDO,AVENIDA OMAR PEIXOTO,1
SOBRAL,DESCONHECIDO,RUA VIVIANE AGUIAR HOLANDA,1
SOBRAL,DESCONHECIDO,RUA ZIZI PONTES,1
SOBRAL,DESCONHECIDO,SITIO PÉ DE SERRA DO CÉDRO,1
SOBRAL,DESCONHECIDO,SITIO TANQUES,1
SOBRAL,DESCONHECIDO,TRAVESSA BANGU,1
SOBRAL,DESCONHECIDO,TRAVESSA DAS FLORES,1
SOBRAL,DESCONHECIDO,TRAVESSA ITÁLIA,1
SOBRAL,DESCONHECIDO,TRAVESSA JOAQUIM RODRIGUES FILHO,1
SOBRAL,DESCONHECIDO,TRAVESSA JOÃO XXIII,1
SOBRAL,DESCONHECIDO,TRAVESSA MARECHAL RONDON,1
SOBRAL,DESCONHECIDO,TRAVESSA PINTOR LEMOS,1
BEBERIBE,DESCONHECIDO,AVENIDA PEDRO MACIEL,1
SOBRAL,DESCONHECIDO,TRAVESSA VALDEMAR,1
BEBERIBE,DESCONHECIDO,BR-304,1
BEBERIBE,DESCONHECIDO,CE-123,1
SOLONÓPOLE,DESCONHECIDO,RUA COMÉRCIO,1
SOLONÓPOLE,DESCONHECIDO,RUA DO ORIENTE,1
BEBERIBE,DESCONHECIDO,ESTRADA DO CANAL DO TRABALHADOR,1
SOLONÓPOLE,DESCONHECIDO,RUA MANOEL ONIAS PINHEIRO,1
SOLONÓPOLE,DESCONHECIDO,RUA RAIMUNDO NOGUEIRA PINHEIRO,1
SOLONÓPOLE,DESCONHECIDO,SITIO ASSUNÇÃO NOVA,1
SOLONÓPOLE,DESCONHECIDO,SITIO ÁGUAS BELAS,1
SOLONÓPOLE,SOLONOPOLE,RUA GENERAL CLODOVEL JUSTO PINHEIRO,1
SÃO BENEDITO,DESCONHECIDO,AVENIDA BRANDÃO,1
SÃO BENEDITO,DESCONHECIDO,AVENIDA FRANCISCO JÚLIO FILIZOLA,1
SÃO BENEDITO,DESCONHECIDO,AVENIDA NOEME AMARAL,1
SÃO BENEDITO,DESCONHECIDO,AVENIDA SALMITO FERREIRA DE ALMEIDA,1
SÃO BENEDITO,DESCONHECIDO,AVENIDA SALMITO FERREIRA DE ANDRADE,1
SÃO BENEDITO,DESCONHECIDO,AVENIDA SANTÍSSIMA TRINDADE,1
BEBERIBE,DESCONHECIDO,ESTRADA DO POSTO PAI TEREZA LAGOA DA BOLACHA,1
SÃO BENEDITO,DESCONHECIDO,CAMINHO PARÁ Ó SÍTIO POTOS,1
BEBERIBE,DESCONHECIDO,ESTRADA DO TAPUIO,1
SÃO BENEDITO,DESCONHECIDO,CE-321,1
SÃO BENEDITO,DESCONHECIDO,ESTRADA CAMPO DE POUSO,1
SÃO BENEDITO,DESCONHECIDO,ESTRADA PARA SÍTIO MIRANDA,1
SÃO BENEDITO,DESCONHECIDO,ESTRADA PARÁ Ó SÍTIO LAGOA,1
SÃO BENEDITO,DESCONHECIDO,ESTRADA PAU DARCO UMBURANA,1
BEBERIBE,DESCONHECIDO,ESTRADA PRINCIPAL,1
SÃO BENEDITO,DESCONHECIDO,ESTRADA SÍTIO RECANTO,1
SÃO BENEDITO,DESCONHECIDO,RUA ANTONIO CÔCO,1
SÃO BENEDITO,DESCONHECIDO,RUA ANTÔNIO JÚLIO FILIZOLA,1
SÃO BENEDITO,DESCONHECIDO,RUA ANTÔNIO SOUZA SILVA,1
BEBERIBE,DESCONHECIDO,J574+C6 PARAJURU,1
SÃO BENEDITO,DESCONHECIDO,RUA CAPITÃO CARAPEBA,1
SÃO BENEDITO,DESCONHECIDO,RUA CAPITÃO MIRANDA,1
SÃO BENEDITO,DESCONHECIDO,RUA CORONEL TIBÚRCIO,1
SÃO BENEDITO,DESCONHECIDO,RUA DA ARENINHA,1
SÃO BENEDITO,DESCONHECIDO,RUA DOMINGOS PAIVA FILHO,1
BEBERIBE,DESCONHECIDO,POVOADO PONTA D`AGUA 2,1
BEBERIBE,DESCONHECIDO,RUA ANA MONTEIRO,1
BEBERIBE,DESCONHECIDO,RUA AÇUDE,1
BEBERIBE,DESCONHECIDO,RUA BENEDITO VIEIRA,1
BEBERIBE,DESCONHECIDO,RUA CHICO MATIAS,1
SÃO BENEDITO,DESCONHECIDO,RUA GUSTAVO MARQUES DE SOUSA,1
SÃO BENEDITO,DESCONHECIDO,RUA ISAURO XIMENES,1
BEBERIBE,DESCONHECIDO,RUA CINCO A,1
BEBERIBE,DESCONHECIDO,RUA CORONEL BIA,1
BEBERIBE,DESCONHECIDO,RUA DA PAZ,1
SÃO BENEDITO,DESCONHECIDO,RUA NESTOR JORGE DE SOUSA,1
SÃO BENEDITO,DESCONHECIDO,RUA NOSSA SENHORA DO PERPÉTUO SOCORRO,1
BEBERIBE,DESCONHECIDO,RUA DOS AMORÉS,1
BEBERIBE,DESCONHECIDO,RUA E,1
BEBERIBE,DESCONHECIDO,RUA EDISON MACHADO AGUIAR,1
SÃO BENEDITO,DESCONHECIDO,RUA VALFRIDO SALMITO,1
SÃO BENEDITO,DESCONHECIDO,SITIO CAMPO DE POUSO,1
SÃO BENEDITO,DESCONHECIDO,SITIO CARNAÚBA,1
BEBERIBE,DESCONHECIDO,RUA FRANCISCO MACIEL,1
BEBERIBE,DESCONHECIDO,RUA FRANCISCO XAVIER,1
BEBERIBE,DESCONHECIDO,RUA LUÍS BARBOSA,1
SÃO BENEDITO,DESCONHECIDO,SITIO PIRITUBA,1
SÃO BENEDITO,DESCONHECIDO,SITIO TRIÂNGULO,1
SÃO BENEDITO,DESCONHECIDO,TRAVESSA BRANDÃO,1
SÃO BENEDITO,DESCONHECIDO,TRAVESSA JOSÉ L FERNANDES,1
SÃO BENEDITO,DESCONHECIDO,TRAVESSA MANOEL JORGE,1
SÃO BENEDITO,DESCONHECIDO,TRAVESSA SANTOS DUMONT,1
SÃO BENEDITO,SAO BENEDITO,ESTRADA CHAPADA,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,ASSENTAMENTO NOVO TAPUIO,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,AVENIDA ANTÔNIO BRASILEIRO,1
BEBERIBE,DESCONHECIDO,RUA LUÍS CARDOSO PEROBA,1
BEBERIBE,DESCONHECIDO,RUA MARIA VENTURA,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,BECO UM,1
BEBERIBE,DESCONHECIDO,RUA MOREIRA ROCHA,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,CAMINHO DAS QUEIMADAS,1
BEBERIBE,DESCONHECIDO,RUA PEDRO DE QUEIROZ FERREIRA,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,CE-341,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,CE-343,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,CE-348,1
BEBERIBE,DESCONHECIDO,RUA PRAINHA DO CANTO VERDE,1
BEBERIBE,DESCONHECIDO,RUA PRINCIPAL A,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,CONJUNTO CONJUNTO NOVO,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,ESTRADA CROATA-PARACURU,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,ESTRADA DE ACESSO PARÁ Ó JACARÉ,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,ESTRADA DO SAQUINHO,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,ESTRADA PARÁ OS CARDEIROS,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,ESTRADA POVOADO TABUBA,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,ESTRADA SAQUINHO,1
BEBERIBE,DESCONHECIDO,RUA PROAFA,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,ESTRADA SENTINDO GUARIBAS,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,ESTRADA SIUPE PARACURU,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,POVOADO FREXEIRA,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,POVOADO ÁREA VERDE,1
BEBERIBE,DESCONHECIDO,RUA SOCÓ,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RODOVIA CE TREZENTOS QUARENTA OITO,1
BEBERIBE,DESCONHECIDO,RUA THOMAS MATIAS,1
BEBERIBE,DESCONHECIDO,RUA UM,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA ANTÔNIO MARQUES,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA CAPITÃO INÁCIO PRATA,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA CARAÚBAS,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA CLODOALDO ALCÂNTARA,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA DA TIBORNA,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA DO COBRE,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA DO POSTO DE SAÚDE,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA DOCA MORAIS,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA DOMINGOS TABAJARA,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA DONA BIDA,1
BEBERIBE,DESCONHECIDO,RUA VALDEMAR FERREIRA DAS CHAGAS,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA DONÁ MOCINHA,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA ESTRADA DA LIBERDADE,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA FRANCISCO BARBOSA,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA FRANCISCO CARCIO,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA FRANCISCO CÂNDIDO,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA FRANCISCO MARTINS DA SILVA,1
BEBERIBE,DESCONHECIDO,SITIO CARAÚBAS,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA IVETE ALCÂNTARA,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA JOANA MELÍCIA,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA JONAS ALCÂNTARA,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA JOSÉ BARROS DE OLIVEIRA,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA JOSÉ IRANILDO,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA JOSÉ PAIVA,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA JÚLIO MORAES,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA MAQUINÉ,1
BELA CRUZ,DESCONHECIDO,BR-402,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA MARIA DE LOURDES SAMPAIO,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA MESSÍAS ROCHA,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA MOCINHA,1
BELA CRUZ,DESCONHECIDO,BR-403,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA PORFIRIO DE ARAUJO,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA PROFESSOR JOSÉ DENILSON,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA RAIMUNDO BRAGA DO NASCIMENTO,1
BELA CRUZ,DESCONHECIDO,ESTRADA BAIXA NOVA SENTIDO A BAIXA DOS FAUSTINO,1
BELA CRUZ,DESCONHECIDO,RUA ANICETO PINTO VASCONCELOS,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA RODRIGUES BARROS,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA VALDECIR SERAFIM DOS SANTOS,1
BELA CRUZ,DESCONHECIDO,RUA CHAPADINHA,1
BELA CRUZ,DESCONHECIDO,RUA GERALDO FERREIRA ROCHA,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA VEREADOR CESÁRIO,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,RUA VICENTE DA COSTA SAMPAIO,1
BELA CRUZ,DESCONHECIDO,RUA HUMAITÁ,1
SÃO GONÇALO DO AMARANTE,DESCONHECIDO,SITIO JAQUAREQUARA,1
BELA CRUZ,DESCONHECIDO,RUA JOÃO GEVES DE ARAÚJO,1
ABAIARA,ABAIARA,AVENIDA PADRE IBIAPINA,1
BELA CRUZ,DESCONHECIDO,RUA PROFESSOR NICÁCIO,1
SÃO JOÃO DO JAGUARIBE,DESCONHECIDO,RUA PADRE JOÃO MENDES,1
SÃO JOÃO DO JAGUARIBE,DESCONHECIDO,RUA PEDRO PAULO,1
SÃO JOÃO DO JAGUARIBE,DESCONHECIDO,RUA PRIMEIRO DE JUNHO,1
SÃO JOÃO DO JAGUARIBE,SAO JOAO DO JAGUARIBE,ESTRADA SEM NOME,1
SÃO LUÍS DO CURU,DESCONHECIDO,ESTRADA DO PENTECOSTE,1
SÃO LUÍS DO CURU,DESCONHECIDO,RUA ELISEU FERNANDES CRUZ,1
SÃO LUÍS DO CURU,SAO LUIS DO CURU,ESTRADA SEM NOME,1
SÃO LUÍS DO CURU,SAO LUIS DO CURU,RUA ROCHAEL MOREIRA,1
SÃO LUÍS DO CURU,SAO LUIS DO CURU,RUA VALDEMAR ALVES DE FREITAS,1
TABULEIRO DO NORTE,DESCONHECIDO,AVENIDA VEREADOR MANOEL DA GANGORRINHA,1
BELA CRUZ,DESCONHECIDO,RUA SETE DE SETEMBRO,1
BELA CRUZ,DESCONHECIDO,SITIO VILA DOS RIBEIROS,1
BOA VIAGEM,DESCONHECIDO,AVENIDA PADRE ANTÔNIO CORRÊA DE SÁ,1
BOA VIAGEM,DESCONHECIDO,ESTRADA CACHOEIRA,1
TABULEIRO DO NORTE,DESCONHECIDO,ESTRADA TABULEIRO DO NORTE - BEBEDOURO,1
TABULEIRO DO NORTE,DESCONHECIDO,RUA AVELINO MAGALHÃES,1
TABULEIRO DO NORTE,DESCONHECIDO,RUA ELISEU DA COSTA LIMA,1
TABULEIRO DO NORTE,DESCONHECIDO,RUA ENÉAS MOREIRA DE ALENCAR,1
TABULEIRO DO NORTE,DESCONHECIDO,RUA FRANCISCO MOREIRA,1
TABULEIRO DO NORTE,DESCONHECIDO,RUA ISAAC BESSA CONRRADO,1
BOA VIAGEM,DESCONHECIDO,ESTRADA CONCEIÇÃO A GUIA,1
TABULEIRO DO NORTE,DESCONHECIDO,RUA JOAQUIM IZÍDIO GADELHA,1
BOA VIAGEM,DESCONHECIDO,ESTRADA ESTREITO 1,1
BOA VIAGEM,DESCONHECIDO,ESTRADA FAZENDA BOA ESPERANÇA,1
TABULEIRO DO NORTE,DESCONHECIDO,RUA VEREADOR LUÍS CHAVES,1
BOA VIAGEM,DESCONHECIDO,ESTRADA OLHO D'ÁGUA DOS FACUNDOS,1
BOA VIAGEM,DESCONHECIDO,ESTRADA PARA BARRA DOS MOREIRAS,1
BOA VIAGEM,DESCONHECIDO,ESTRADA PARA CAPITÃO MOR,1
TABULEIRO DO NORTE,DESCONHECIDO,SITIO PATOS,1
TABULEIRO DO NORTE,DESCONHECIDO,SITIO POÇO BARRETO,1
TAMBORIL,DESCONHECIDO,CE-266,1
TAMBORIL,DESCONHECIDO,ESTRADA CÉDRO,1
TAMBORIL,DESCONHECIDO,ESTRADA GROTA VERDE A CHUPADOR,1
BOA VIAGEM,DESCONHECIDO,ESTRADA PARÁ,1
TAMBORIL,DESCONHECIDO,R. LUIZ PEREIRA DE PAIVA,1
TAMBORIL,DESCONHECIDO,RUA ANTÔNIA LUZENIR CAMELO,1
TAMBORIL,DESCONHECIDO,RUA CIRO OTÁVIO,1
TAMBORIL,DESCONHECIDO,RUA CORONEL SALUSTIANO,1
TAMBORIL,DESCONHECIDO,RUA EDMILSON DE SOUZA ARAÚJO,1
TAMBORIL,DESCONHECIDO,RUA FAR JOÃO RODRIGUES,1
TAMBORIL,DESCONHECIDO,RUA FRANCISCO DE ASSIS GOMES RUFINO,1
TAMBORIL,DESCONHECIDO,RUA FRANCISCO MARTINS DE HOLANDA,1
TAMBORIL,DESCONHECIDO,RUA FRANCISCO MENDES,1
BOA VIAGEM,DESCONHECIDO,ESTRADA VÁRZEA DA IPUEIRA,1
TAMBORIL,DESCONHECIDO,RUA MONSENHOR HOLANDA,1
TAMBORIL,DESCONHECIDO,RUA VICENTE ALVES DO VALÊ,1
TAMBORIL,DESCONHECIDO,RUA VICENTE FERREIRA,1
TAMBORIL,DESCONHECIDO,SEMINÁRIO DE SUCESSO,1
TAMBORIL,DESCONHECIDO,VILA AMARO,1
TARRAFAS,DESCONHECIDO,ESTRADA SEM NOME,1
TARRAFAS,DESCONHECIDO,RUA OSCÁR CÂNDIDO DE ARAÚJO,1
TARRAFAS,DESCONHECIDO,RUA SÃO JOSÉ,1
TAUÁ,DESCONHECIDO,AVENIDA CHERMONT ALVES DE OLIVEIRA,1
TAUÁ,DESCONHECIDO,AVENIDA FRANCISCA CAVALCANTE FIÁLHO,1
BOA VIAGEM,DESCONHECIDO,FAZENDA ARVOREDO,1
TAUÁ,DESCONHECIDO,BR-020,1
TAUÁ,DESCONHECIDO,CE-168,1
TAUÁ,DESCONHECIDO,CE-187,1
TAUÁ,DESCONHECIDO,ESTRADA CE TAUÁ ARNEIROZ APOS A ENTRAD,1
TAUÁ,DESCONHECIDO,ESTRADA DA CONFIANCA PARÁ TAUÁ,1
TAUÁ,DESCONHECIDO,FAZENDA FORQUILHA,1
TAUÁ,DESCONHECIDO,R. MARIA MOTA VIANA ABREU,1
TAUÁ,DESCONHECIDO,RODOVIA DA CONFIANÇA,1
BOA VIAGEM,DESCONHECIDO,FAZENDA VARZINHA,1
TAUÁ,DESCONHECIDO,RUA A,1
TAUÁ,DESCONHECIDO,RUA A2,1
BOA VIAGEM,DESCONHECIDO,RODOVIA CE,1
TAUÁ,DESCONHECIDO,RUA ALFREDO FERREIRA VALE,1
TAUÁ,DESCONHECIDO,RUA AMÂNCIO CORDEIRO JÚNIOR,1
TAUÁ,DESCONHECIDO,RUA ANTÔNIO JATAÍ SOBRINHO,1
TAUÁ,DESCONHECIDO,RUA CEM,1
TAUÁ,DESCONHECIDO,RUA DA ESPERANÇA,1
TAUÁ,DESCONHECIDO,RUA DA IGREJA,1
TAUÁ,DESCONHECIDO,RUA DOIS DE AGOSTO,1
TAUÁ,DESCONHECIDO,RUA DONDON FEITOSA,1
TAUÁ,DESCONHECIDO,RUA DOUTOR BERNARDO DE CASTRO FEITOSA,1
TAUÁ,DESCONHECIDO,RUA DOUTOR ROBERTO ANDU,1
TAUÁ,DESCONHECIDO,RUA EMILIANO FERREIRA FERRO,1
TAUÁ,DESCONHECIDO,RUA HORÁCIO MARQUÊS,1
TAUÁ,DESCONHECIDO,RUA JOÃO RUFINO DE LUCENA,1
TAUÁ,DESCONHECIDO,RUA LULU GONÇALVES,1
BOA VIAGEM,DESCONHECIDO,RODOVIA DOUTOR SÓLON XIMENES ARAGÃO,1
TAUÁ,DESCONHECIDO,RUA MANOEL ARAÚJO CHAVES,1
TAUÁ,DESCONHECIDO,RUA MONSENHOR JUVINIANO BARRETO,1
TAUÁ,DESCONHECIDO,RUA PEDRO ALVES FEITOSA,1
TAUÁ,DESCONHECIDO,RUA PÔR DO SOL,1
TAUÁ,DESCONHECIDO,RUA RAIMUNDO ANÍSIO GONÇALVES,1
TAUÁ,DESCONHECIDO,RUA RAIMUNDO SANTOS MOTA,1
TAUÁ,DESCONHECIDO,RUA SABINO FERREIRA,1
TAUÁ,DESCONHECIDO,RUA SEFISA F. SOUZA,1
TAUÁ,DESCONHECIDO,RUA SEIS,1
TAUÁ,DESCONHECIDO,RUA TEMISTOCLES FIALHO,1
TAUÁ,DESCONHECIDO,RUA VENERANDO ALEXANDRINO,1
TAUÁ,DESCONHECIDO,SITIO CATINGUEIRA,1
TEJUÇUOCA,DESCONHECIDO,CONJUNTO JOSÉ,1
TEJUÇUOCA,DESCONHECIDO,ESTRADA APUIARES A LOGRADOURO,1
TEJUÇUOCA,DESCONHECIDO,ESTRADA CAIÇARA LOGRADOURO,1
TEJUÇUOCA,DESCONHECIDO,ESTRADA CAIÇARA RIACHO DOS PORCOS,1
