cidade,bairro,rua,cvli_count
ITAREMA,DESCONHECIDO,RUA MANOEL SILVA,1
ACARAÚ,DESCONHECIDO,RUA CAUASSU RODAGEM,1
ITAREMA,DESCONHECIDO,RUA MANÉ SILVA,1
ACARAÚ,DESCONHECIDO,RUA COSMO PINTO DA SILVEIRA,1
ACARAÚ,DESCONHECIDO,RUA DOUTORA MÁRCIA MARIA ROCHA,1
ACARAÚ,DESCONHECIDO,RUA EDGAR SALES MOURA,1
ITAREMA,DESCONHECIDO,RUA PANA,1
ITAREMA,DESCONHECIDO,RUA PORTO DOS BARCOS,1
ITAREMA,DESCONHECIDO,RUA PÔRTO DOS BARCOS,1
ITAREMA,DESCONHECIDO,RUA QUADRA,1
ACARAÚ,DESCONHECIDO,RUA JOSÉ JULIO LOUZADA,1
ACARAÚ,DESCONHECIDO,RUA JOSÉ PEREIRA MUNIZ,1
ITAREMA,DESCONHECIDO,RUA SEVERIANO CORRÊA ANDRADE,1
ACARAÚ,DESCONHECIDO,RUA LIVINO GRACIANO DA SILVEIRA,1
ITAREMA,DESCONHECIDO,TRAVESSA BEIRA MAR,1
ITAREMA,DESCONHECIDO,VILA DIMAS,1
ITAREMA,ITAREMA,CE-434,1
ITATIRA,DESCONHECIDO,AVENIDA ANTÔNIO SÁBINO GUERRA,1
ACARAÚ,DESCONHECIDO,RUA PADRE JOSÉ ARTEIRO,1
ITATIRA,DESCONHECIDO,AVENIDA ZEZÉ JUCÁ,1
ITATIRA,DESCONHECIDO,BR-020,1
ACARAÚ,DESCONHECIDO,RUA SANTO ANTÔNIO,1
ACARAÚ,DESCONHECIDO,RUA SANTOS MOURA,1
ACARAÚ,DESCONHECIDO,RUA VENÂNCIO MIGUEL DE SOUSA,1
ITATIRA,DESCONHECIDO,ESTRADA SEM NOME,1
ACARAÚ,DESCONHECIDO,RUA VICENTE PAULA DA COSTA,1
ITATIRA,DESCONHECIDO,FAZENDA JOSÉ DOS GUERRA,1
ITATIRA,DESCONHECIDO,FAZENDA MATO GROSSO,1
ACARAÚ,DESCONHECIDO,RUA VOLTA DO RIO,1
ITATIRA,DESCONHECIDO,POVOADO BANDEIRA VELHO,1
ITATIRA,DESCONHECIDO,POVOADO BARRO VERMELHO,1
ITATIRA,DESCONHECIDO,RUA 25 DE MARÇO,1
ITATIRA,DESCONHECIDO,RUA ANTONIO GONÇALVES DE SOUSA,1
ITATIRA,DESCONHECIDO,RUA DOIS,1
ITATIRA,DESCONHECIDO,RUA PADRE JOÃO SCOPEL,1
ITATIRA,DESCONHECIDO,RUA PRINCESA ISABEL,1
ITATIRA,DESCONHECIDO,RUA SEM DENOMINACAO,1
ITATIRA,DESCONHECIDO,TRAVESSA ISABEL MARIA,1
ACARAÚ,DESCONHECIDO,SITIO VENTURA,1
JAGUARETAMA,DESCONHECIDO,AVENIDA MANOEL DE CASTRO FILHO,1
JAGUARETAMA,DESCONHECIDO,AVENIDA MANOEL LEMOS DE ALMEIDA,1
JAGUARETAMA,DESCONHECIDO,AVENIDA MARILÂNDIA,1
ACOPIARA,ACOPIARA,RUA CORONEL RAIMUNDO DE PINHO,1
JAGUARETAMA,DESCONHECIDO,CE-371,1
ACOPIARA,DESCONHECIDO,AVENIDA CAZUZINHA MARQUÊS,1
JAGUARETAMA,DESCONHECIDO,RUA ANTÔNIO OTON PINHEIRO,1
JAGUARETAMA,DESCONHECIDO,RUA FLOSCO BARRETO,1
ACOPIARA,DESCONHECIDO,CE-371,1
JAGUARETAMA,DESCONHECIDO,RUA MARIA FLORINDA PEIXOTO CHAVES,1
ACOPIARA,DESCONHECIDO,ESTRADA PARADE,1
JAGUARETAMA,DESCONHECIDO,RUA OTÁVIO ALENÇAR,1
ACOPIARA,DESCONHECIDO,ESTRADA PARÁ Ó MUQUÉM,1
JAGUARETAMA,DESCONHECIDO,RUA ROBSON RICARDO M. DE LIMA,1
JAGUARETAMA,DESCONHECIDO,TRAVESSA JOAQUIM PINHEIRO,1
ACOPIARA,DESCONHECIDO,ESTRADA SEM NOME,1
JAGUARIBARA,DESCONHECIDO,AVENIDA ANISÍO MENDES BARRETO,1
JAGUARIBARA,DESCONHECIDO,AVENIDA FRANCISCO ROBSON BEZERRA DO CEARÁ,1
JAGUARIBARA,DESCONHECIDO,AVENIDA SEBASTIÃO DANTAS,1
JAGUARIBARA,DESCONHECIDO,AVENIDA VEREADOR SOBRINHO,1
JAGUARIBARA,DESCONHECIDO,CE-269,1
JAGUARIBARA,DESCONHECIDO,ESTRADA ARAÇÁ,1
JAGUARIBARA,DESCONHECIDO,ESTRADA DO CURUPATI,1
ACOPIARA,DESCONHECIDO,RUA DA RODAGEM,1
JAGUARIBARA,DESCONHECIDO,RUA DEMETRIO GARCIA,1
ACOPIARA,DESCONHECIDO,RUA JOSÉ PAULINO,1
ACOPIARA,DESCONHECIDO,RUA JOÃO MOREIRA BARROS,1
JAGUARIBARA,DESCONHECIDO,RUA VL UM DOIS,1
ACOPIARA,DESCONHECIDO,RUA PADRE CICERO,1
JAGUARIBARA,DESCONHECIDO,RUA VL UM VINTE CINCO,1
JAGUARIBARA,DESCONHECIDO,RUA VL UM VINTE E UM,1
ACOPIARA,DESCONHECIDO,RUA PADRE LEOPOLDO,1
ACOPIARA,DESCONHECIDO,RUA RAIMUNDO MARIANO,1
ACOPIARA,DESCONHECIDO,RUA SENHOR DO BONFIM,1
ACOPIARA,DESCONHECIDO,RUA VICENTE CARLOS PINHEIRO,1
JAGUARIBE,DESCONHECIDO,AVENIDA VIRGÍLIO TÁVORA,1
JAGUARIBE,DESCONHECIDO,ESTRADA SEM NOME,1
JAGUARIBE,DESCONHECIDO,FAZENDA RIACHO DOS CAVALOS JAGUARIBÉ,1
JAGUARIBE,DESCONHECIDO,RUA ANTÔNIA DIÓGENES,1
JAGUARIBE,DESCONHECIDO,RUA ANTÔNIO GOMES DA SILVA,1
JAGUARIBE,DESCONHECIDO,RUA CAPITÃO AFRODÍSIO DIÓGENES,1
ACOPIARA,DESCONHECIDO,RUA VINTE E UM DE ABRIL,1
JAGUARIBE,DESCONHECIDO,RUA FRANCISCO ALVES RODRIGUES,1
ACOPIARA,DESCONHECIDO,SITIO CATINGUEIRA,1
JAGUARIBE,DESCONHECIDO,RUA JOSEFA PEIXOTO DE LEMOS,1
JAGUARIBE,DESCONHECIDO,RUA JOSÉ RODRIGUES PINHEIRO,1
JAGUARIBE,DESCONHECIDO,RUA JOÃO OLIVEIRA,1
JAGUARIBE,DESCONHECIDO,RUA JULIETA C. GONDIN,1
JAGUARIBE,DESCONHECIDO,RUA PADRE JOÃO BANDEIRA,1
JAGUARIBE,DESCONHECIDO,RUA SANTA TEREZINHA,1
JAGUARIBE,DESCONHECIDO,RUA SAVINO BARREIRA,1
JAGUARIBE,DESCONHECIDO,RUA SIGEFREDO DIÓGENES,1
JAGUARIBE,DESCONHECIDO,RUA SINOB LINO PINHEIRO,1
JAGUARIBE,DESCONHECIDO,SITIO TORRÕES,1
JAGUARUANA,DESCONHECIDO,AVENIDA SÃO FRANCISCO DE ASSIS,1
JAGUARUANA,DESCONHECIDO,ESTRADA JAGUARUANA ITAICARA,1
JAGUARUANA,DESCONHECIDO,ESTRADA SEM NOME,1
JAGUARUANA,DESCONHECIDO,RUA LUÍS EDILBERTO DE CARVALHO,1
JAGUARUANA,DESCONHECIDO,RUA LUÍS GONZAGA DA COSTA,1
JAGUARUANA,DESCONHECIDO,SITIO CAIÇARA,1
JAGUARUANA,DESCONHECIDO,SITIO JUREMA,1
JAGUARUANA,DESCONHECIDO,VILA DO DIO II,1
JAGUARUANA,JAGUARUANA,CE-263,1
JAGUARUANA,JAGUARUANA,SITIO MATINHO,1
JARDIM,DESCONHECIDO,ESTRADA PARÁ ORI OITAVO CORREDOR,1
JARDIM,DESCONHECIDO,RUA JOÃO AQUINO PINHEIRO,1
JIJOCA DE JERICOACOARA,DESCONHECIDO,AVENIDA LUDIGAR TEIXEIRA,1
JIJOCA DE JERICOACOARA,DESCONHECIDO,AVENIDA MANOEL MARQUES ALBUQUERQUE,1
JIJOCA DE JERICOACOARA,DESCONHECIDO,ESTRADA DE MANGUE SECO A JERICOACOARA,1
ACOPIARA,DESCONHECIDO,SITIO JUREMA,1
ACOPIARA,DESCONHECIDO,SITIO MALHADA,1
ACOPIARA,DESCONHECIDO,SITIO MONTE BELO,1
JIJOCA DE JERICOACOARA,DESCONHECIDO,RUA BAIXIO,1
JIJOCA DE JERICOACOARA,DESCONHECIDO,RUA CESÁRIO PAEREIRA,1
JIJOCA DE JERICOACOARA,DESCONHECIDO,RUA DA IGREJA,1
ACOPIARA,DESCONHECIDO,SITIO PANELAS DOS PAULINO,1
ACOPIARA,DESCONHECIDO,SITIO VARJOTA,1
JIJOCA DE JERICOACOARA,DESCONHECIDO,RUA MARAVILHA,1
JIJOCA DE JERICOACOARA,DESCONHECIDO,RUA MARÇAL DE SOUSA,1
ACOPIARA,DESCONHECIDO,TRAVESSA EMÍLIA DE LIMA PINHO,1
JIJOCA DE JERICOACOARA,DESCONHECIDO,RUA VICENTE RUFINO,1
JIJOCA DE JERICOACOARA,DESCONHECIDO,TRAVESSA PÔR DO SOL,1
JIJOCA DE JERICOACOARA,JIJOCA DE JERICOACOARA,RUA IZAURA VASCONCELOS,1
JUAZEIRO DO NORTE,DESCONHECIDO,AREA SEM NOME,1
ACOPIARA,DESCONHECIDO,TRAVESSA SÃO SEBASTIÃO,1
JUAZEIRO DO NORTE,DESCONHECIDO,AVENIDA AUGUSTO ANTONIO DA SILVA,1
JUAZEIRO DO NORTE,DESCONHECIDO,AVENIDA CICERO GONÇALVES,1
JUAZEIRO DO NORTE,DESCONHECIDO,AVENIDA LEÃO SAMPAIO,1
JUAZEIRO DO NORTE,DESCONHECIDO,AVENIDA MANOEL TAVARES LOPES,1
AIUABA,DESCONHECIDO,CE-176,1
JUAZEIRO DO NORTE,DESCONHECIDO,AVENIDA PADRE CÍCERO,1
JUAZEIRO DO NORTE,DESCONHECIDO,AVENIDA PAIZINHO SABIÁ,1
AIUABA,DESCONHECIDO,CE-284,1
JUAZEIRO DO NORTE,DESCONHECIDO,AVENIDA SEBASTIÃO MARIANO DA SILVA,1
JUAZEIRO DO NORTE,DESCONHECIDO,AVENIDA UNIVERSITÁRIA,1
AIUABA,DESCONHECIDO,SITIO SERRA NOVA,1
JUAZEIRO DO NORTE,DESCONHECIDO,CE-292,1
JUAZEIRO DO NORTE,DESCONHECIDO,ESTRADA DA CHUMBADA,1
JUAZEIRO DO NORTE,DESCONHECIDO,ESTRADA POPOS SERRARIA,1
ALTANEIRA,DESCONHECIDO,ESTRADA PARA ESTEVÃO,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA ADALBERTO NAPOLEÃO DE ARAÚJO,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA ALICE MATIAS DE MELO,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA AMADEU CORDEIRO,1
ALTANEIRA,DESCONHECIDO,ESTRADA SEM NOME,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA ANTÔNIO BERNARDINO SILVA,1
ALTO SANTO,ALTO SANTO,AVENIDA DO TIBOLO,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA ANTÔNIO ESTEVÃO DO NASCIMENTO,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA ANTÔNIO ROSENDO,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA ANTÔNIO SARAIVA LANDIM,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA ANTÔNIO SOBREIRA GUEDES,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA APOLO Ⅺ,1
ALTO SANTO,ALTO SANTO,CONJUNTO FRANCISCO WILKER CAMPELO BEZERRA,1
ALTO SANTO,ALTO SANTO,ESTRADA SEM NOME,1
ALTO SANTO,DESCONHECIDO,BAIXA DA UMBURANA,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA CECÍLIA MEIRELES,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA CHANCELER EDSON QUEIROZ,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA CÍCERO DE ALENCAR RIBEIRO,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA CÍCERO MIGUEL DA SILVA,1
ALTO SANTO,DESCONHECIDO,ESTRADA ALTO SANTO BAIXA FUNDA,1
ALTO SANTO,DESCONHECIDO,ESTRADA BOM JESUS DE BAIXO,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA DO SABIÁ,1
ALTO SANTO,DESCONHECIDO,ESTRADA CARVALHO,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA DOUTOR BELEM,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA DOUTOR FRANCISCO MONTEIRO,1
ALTO SANTO,DESCONHECIDO,ESTRADA PRINCIPAL,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA DOUTOR LUCIANO TORRES DE MELO,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA EDSON QUEIROZ,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA ENGENHEIRO APOLÔNIO DE M. COSTA,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA ENGENHEIRO JOSÉ ONOFRE MARQUES,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA ESTUDANTE JOSÉ DOS SANTOS LOPES,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA FARIAS BRITO,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA FRANCISCA DUARTE GOUVEIA,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA FRANCISCA MENEZES DE VASCONCELOS,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA FRANCISCO DIAS SOBREIRA,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA FRANCISCO DOMINGOS DA SILVA,1
ALTO SANTO,DESCONHECIDO,ESTRADA RECREIO,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA FRANCISCO MEDEIROS DA SILVA,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA FRANCISCO WILSON BEZERRA,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA HILDEGARDA BARBOSA,1
ALTO SANTO,DESCONHECIDO,SITIO ANDRÉ DIAS,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA JOAQUIM DE FIGUEIREDO,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA JOAQUIM DE SOUZA MENEZES,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA JOSE CARNEIRO FILHO,1
ALTO SANTO,DESCONHECIDO,SITIO AÇUDE NOVO,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA JOSÉ AUGUSTO GONÇALVES,1
ALTO SANTO,DESCONHECIDO,SITIO BAIXA DOS CABRAS,1
ALTO SANTO,DESCONHECIDO,SITIO CAROBAS,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA JOSÉ ROMEIRO FEIJOEIRO,1
ALTO SANTO,DESCONHECIDO,SITIO FLORESTA,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA JUCELINO GARCIA CUSTÓDIO,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA JÚLIA JORGE COUTO,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA LADISLAU DE ARRUDA CAMPOS,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA LETÍCIA VASCONCELOS,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA LUIZ DE SOUZA FREITAS,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA MANOEL AMORIM DOS SANTOS,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA MANOEL CASSIMIRO,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA MANOEL GOMES DA SILVA,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA MANOEL PÍRES,1
AMONTADA,DESCONHECIDO,AVENIDA AGOSTINHO ALVES DE OLIVEIRA,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA MANOEL VALDIR NOGUEIRA,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA MARIA ANA PEREIRA,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA MARIA DE LOURDES SOARES,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA MARIA DIVA DE CARVALHO,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA MARIA TAVARES NOCA,1
AMONTADA,DESCONHECIDO,AVENIDA RAIMUNDO MUNDOLA BRUNO,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA MOACIR GONDIN LOCIO,1
AMONTADA,DESCONHECIDO,BR-402,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA Mª. AUGUSTA PEREIRA,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA Mª. DIVA DE CARVALHO,1
AMONTADA,DESCONHECIDO,ESTRADA AMONTADA BETÂNIA,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA NOVE,1
AMONTADA,DESCONHECIDO,ESTRADA CAMPO GRANDE BOM SUCESSO,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA PADRE JOÃO MORETTI,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA PEDRO SÉRGÍO DE ARAÚJO,1
AMONTADA,DESCONHECIDO,ESTRADA DA PALMEIRA,1
AMONTADA,DESCONHECIDO,ESTRADA DO JATOBÁ,1
AMONTADA,DESCONHECIDO,ESTRADA GARÇAS A GAVIÃO,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA PROFESSORA MARIA PEDRINA,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA PROFESSORA VANEIDA SOARES,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA PROJETADA,1
AMONTADA,DESCONHECIDO,ESTRADA MIRINDUBA,1
AMONTADA,DESCONHECIDO,ESTRADA SABIAGUABA A RONCADOR,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA ROBÉRIO ALMEIDA,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA SANTA QUITERIA,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA SEBASTIÃO PALMEIRA,1
AMONTADA,DESCONHECIDO,ESTRADA SANTARÉM,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA SOCORRO NORÕES MOTA,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA SÃO LÁZARO,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA TEN ALFREDO,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA TODOS OS SANTOS,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA VICENTE BARBOSA DE MELO,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA ZEFERINO PEDRO DOS SANTOS,1
JUAZEIRO DO NORTE,DESCONHECIDO,RUA ZÉLIA DE SÁ BARRETO,1
JUAZEIRO DO NORTE,DESCONHECIDO,SITIO GAVIÃO,1
JUAZEIRO DO NORTE,DESCONHECIDO,SITIO JOSÉ,1
JUAZEIRO DO NORTE,DESCONHECIDO,TRAVESSA DA LIBERDADE,1
JUAZEIRO DO NORTE,DESCONHECIDO,TRAVESSA MARIA VALÉRIO PINHEIRO,1
JUAZEIRO DO NORTE,DESCONHECIDO,TRAVESSA SÃO JOSÉ,1
JUAZEIRO DO NORTE,DESCONHECIDO,VILA JOSE APOLINARIO,1
JUAZEIRO DO NORTE,JUAZEIRO DO NORTE,AVENIDA PADRE CÍCERO,1
JUAZEIRO DO NORTE,JUAZEIRO DO NORTE,AVENIDA PRESIDENTE CASTELO BRANCO,1
JUAZEIRO DO NORTE,JUAZEIRO DO NORTE,RUA ASSIS DIAS SOBREIRA,1
JUAZEIRO DO NORTE,JUAZEIRO DO NORTE,RUA DO SEMINÁRIO,1
JUAZEIRO DO NORTE,JUAZEIRO DO NORTE,RUA FISCAL JOSÉ SOARES,1
JUAZEIRO DO NORTE,JUAZEIRO DO NORTE,RUA JOAQUIM DA ROCHA,1
AMONTADA,DESCONHECIDO,ESTRADA SÃO JOÃO E LESTE,1
JUAZEIRO DO NORTE,JUAZEIRO DO NORTE,RUA JOSÉ MARROCOS,1
JUAZEIRO DO NORTE,JUAZEIRO DO NORTE,RUA LEÃO XIII,1
JUAZEIRO DO NORTE,JUAZEIRO DO NORTE,RUA SETE DE SETEMBRO,1
JUCÁS,DESCONHECIDO,CE-375,1
JUCÁS,DESCONHECIDO,ESTAÇÃO ESTRADA PARA IGUATU,1
JUCÁS,DESCONHECIDO,ESTRADA BAIXIO DOS FERREIRAS,1
JUCÁS,DESCONHECIDO,ESTRADA CRUZ,1
AMONTADA,DESCONHECIDO,M3MQ+92,1
JUCÁS,DESCONHECIDO,RUA ANTÔNIO FERREIRA DA SILVA,1
AMONTADA,DESCONHECIDO,POVOADO PATOS,1
JUCÁS,DESCONHECIDO,RUA CÂNDIDO BARBOSA,1
AMONTADA,DESCONHECIDO,PRAÇA NAVEGANTES,1
JUCÁS,DESCONHECIDO,RUA PADRE JANUÁRIO CAMPOS,1
JUCÁS,DESCONHECIDO,RUA PADRE MANOEL L BRAGA,1
JUCÁS,DESCONHECIDO,RUA SAO FRANCISCO,1
JUCÁS,DESCONHECIDO,SÍTIO MUTUCA,1
LAVRAS DA MANGABEIRA,DESCONHECIDO,FAZENDA CAIXA D`AGUA,1
LAVRAS DA MANGABEIRA,DESCONHECIDO,RUA CÉLIA LUCENA,1
LAVRAS DA MANGABEIRA,LAVRAS DA MANGABEIRA,RUA RAIMUNDO GOMES DE HOLANDA,1
LIMOEIRO DO NORTE,DESCONHECIDO,AVENIDA CORONEL FRANCISCO REMÍGIO,1
AMONTADA,DESCONHECIDO,RODOVIA CE-090,1
AMONTADA,DESCONHECIDO,RUA ANTONIO CARNEIRO SOBRINHO,1
LIMOEIRO DO NORTE,DESCONHECIDO,CE-123,1
LIMOEIRO DO NORTE,DESCONHECIDO,CE-358,1
LIMOEIRO DO NORTE,DESCONHECIDO,CE-371,1
LIMOEIRO DO NORTE,DESCONHECIDO,CE-377,1
LIMOEIRO DO NORTE,DESCONHECIDO,ESTRADA DE GANGORRA,1
AMONTADA,DESCONHECIDO,RUA BARRA DE MOITAS,1
LIMOEIRO DO NORTE,DESCONHECIDO,ESTRADA FAPIJA,1
LIMOEIRO DO NORTE,DESCONHECIDO,ESTRADA LAGOAS DAS CARNAÚBAS,1
LIMOEIRO DO NORTE,DESCONHECIDO,ESTRADA MORROS SÍTIO SOCORRO,1
LIMOEIRO DO NORTE,DESCONHECIDO,ESTRADA NH 5,1
LIMOEIRO DO NORTE,DESCONHECIDO,ESTRADA PARÁ A BARRA DO BANABUIU,1
LIMOEIRO DO NORTE,DESCONHECIDO,ESTRADA PARÁ ARRAIAL,1
AMONTADA,DESCONHECIDO,RUA BEIRA MAR,1
AMONTADA,DESCONHECIDO,RUA CAETANOS,1
LIMOEIRO DO NORTE,DESCONHECIDO,ESTRADA SÍTIO MILAGRES LIMOEIRO,1
LIMOEIRO DO NORTE,DESCONHECIDO,POVOADO PEDRA BRANÇA,1
LIMOEIRO DO NORTE,DESCONHECIDO,RUA CAETANO EMÍLIO DE OLIVEIRA,1
LIMOEIRO DO NORTE,DESCONHECIDO,RUA CELSO MALVEIRA MAIA,1
LIMOEIRO DO NORTE,DESCONHECIDO,RUA CÔNEGO BESSA,1
LIMOEIRO DO NORTE,DESCONHECIDO,RUA ENGENHEIRA GERLÊNI DE CASTRO,1
LIMOEIRO DO NORTE,DESCONHECIDO,RUA HIPÓLITO JERÔNIMO DE OLIVEIRA,1
AMONTADA,DESCONHECIDO,RUA DO MAÇARICO,1
LIMOEIRO DO NORTE,DESCONHECIDO,RUA JOAQUIM LOPES DOS SANTOS,1
LIMOEIRO DO NORTE,DESCONHECIDO,RUA JOSÉ FERREIRA SOMBRA,1
LIMOEIRO DO NORTE,DESCONHECIDO,RUA JOSÉ VICTOR DE OLIVEIRA,1
LIMOEIRO DO NORTE,DESCONHECIDO,RUA JOÃO FERREIRA FREITAS,1
LIMOEIRO DO NORTE,DESCONHECIDO,RUA LUÍS FORTUNATO DE ANDRADE,1
LIMOEIRO DO NORTE,DESCONHECIDO,RUA MARIA JOSÉ CHAVES DE ALMEIDA,1
LIMOEIRO DO NORTE,DESCONHECIDO,RUA PAULINO FERREIRA COSTA,1
AMONTADA,DESCONHECIDO,RUA DOS PIOES,1
LIMOEIRO DO NORTE,DESCONHECIDO,RUA ROSA TEREZA DE JESUS,1
AMONTADA,DESCONHECIDO,RUA FRANCISCO ADONIAS DE VASCONCELOS,1
LIMOEIRO DO NORTE,DESCONHECIDO,SITIO DANCAS,1
LIMOEIRO DO NORTE,DESCONHECIDO,SITIO FERRÃO,1
LIMOEIRO DO NORTE,DESCONHECIDO,TRAVESSA LUÍS ARAÚJO,1
LIMOEIRO DO NORTE,LIMOEIRO DO NORTE,RUA AUGUSTO FIDÉLIS,1
AMONTADA,DESCONHECIDO,RUA FRANCISCO DOS SANTOS,1
MADALENA,DESCONHECIDO,AVENIDA JOSÉ RAIMUNDO SANTOS FILHO,1
AMONTADA,DESCONHECIDO,RUA JOAQUIM ESTEVÃO,1
MADALENA,DESCONHECIDO,FAZENDA VÁRZEA GRANDE,1
MADALENA,DESCONHECIDO,RUA ARMANDO BARBOSA DE ALMEIDA,1
MADALENA,DESCONHECIDO,RUA JEREMIAS VIEIRA DE FREITAS,1
MADALENA,DESCONHECIDO,RUA JOSE DE ARAUJO SOUSA,1
MADALENA,DESCONHECIDO,RUA JOSÉ MARTINS DE SOUSA,1
AMONTADA,DESCONHECIDO,RUA JOSE MARIA DE QUEIROZ,1
MADALENA,DESCONHECIDO,RUA JOÃO DA ROCHA BEZERRA,1
AMONTADA,DESCONHECIDO,RUA JOSÉ ANTÔNIO DE LIMA,1
AMONTADA,DESCONHECIDO,RUA JOSÉ SALES BARROS,1
MARACANAÚ,ALTO ALEGRE II,RUA JOSÉ R. DE FREITAS,1
MARACANAÚ,BOM JARDIM,AVENIDA PARQUE NORTE 2,1
MARACANAÚ,BOM JARDIM,RUA DEZESSEIS,1
MARACANAÚ,BOM JARDIM,RUA LITUANA,1
MARACANAÚ,BOM JARDIM,RUA PIRAJUSSARA,1
MARACANAÚ,CANINDEZINHO,RUA JOAQUIM FERREIRA DE SOUZA,1
MARACANAÚ,CANINDEZINHO,RUA PAULO BATISTA DOS SANTOS,1
MARACANAÚ,CANINDEZINHO,RUA QUATRO DE JULHO,1
MARACANAÚ,CANINDEZINHO,RUA RAIMUNDO JOSÉ DA SILVA,1
MARACANAÚ,CANINDEZINHO,RUA VINTE E UM,1
MARACANAÚ,CIDADE NOVA,RUA 125,1
MARACANAÚ,CONJUNTO PALMEIRAS,RUA SENADOR POMPEU,1
MARACANAÚ,DESCONHECIDO,ESTRADA ANTÔNIO,1
MARACANAÚ,DESCONHECIDO,RUA PEDRO LOURENÇO,1
MARACANAÚ,INDUSTRIAL,RUA PERU,1
MARACANAÚ,MARACANAU,RUA ANA PAULA DE MORAIS,1
MARACANAÚ,MARACANAU,RUA ANTÔNIO FRANCISCO,1
MARACANAÚ,MARACANAU,RUA LUIS GIRÃO,1
AMONTADA,DESCONHECIDO,RUA JOÃO GONÇALVES DE SOUSA,1
MARACANAÚ,PARQUE PRESIDENTE VARGAS,RUA ARI LOBO,1
MARACANAÚ,PARQUE PRESIDENTE VARGAS,RUA CINCO,1
MARACANAÚ,PLANALTO AYRTON SENNA,RUA CÍCERO RODRIGUES DE MOURA,1
MARACANAÚ,PLANALTO AYRTON SENNA,RUA PEDRO LOURENÇO GUERREIRO,1
MARACANAÚ,SIQUEIRA,JAÇANAÚ,1
MARANGUAPE,DESCONHECIDO,AVENIDA B,1
