micronodo,area_oficial,faction,lat,long,cvli_count_500m,cvli_count_1km,cvli_count_2km,cvli_count_total
Favelinha,QUINTINO CUNHA,CV,-3.7274435,-38.59964192469893,10,10,10,10
Rua Fortaleza - Planalto Ayrton Senna ,PLANALTO AYRTON SENNA,CV,-3.8337995,-38.57606781709446,10,10,10,10
Laje - Planalto Ayrton Senna ,PLANALTO AYRTON SENNA,CV,-3.8306595,-38.57418759173534,10,10,10,10
Rua da Montenegro - Aracape,ARACAPÉ,CV,-3.8342995,-38.586466956213286,10,10,10,10
Monte Libano,PLANALTO AYRTON SENNA,CV,-3.829485,-38.56609896765417,10,10,10,10
Monguba,PACATUBA,CV,-3.9308985,-38.60329266246845,8,10,14,14
Conj. Dom Pedro II,PEDRAS,CV,-3.9054735,-38.511420997598925,0,10,10,10
Fluminense,CANINDEZINHO,CV,-3.8179225,-38.60584898057068,10,10,10,10
Cruzeiro,TIANGUA,PCC,-3.729514,-40.998029046400006,10,10,10,10
Conjunto Alvorada,PARQUE MANIBURA,CV,-3.7915935,-38.47604659753704,10,10,10,10
Comunidade Santa Rita,BARROSO,CV,-3.8267225,-38.5217111586524,10,10,10,10
Favela da Maiqueira,JARDIM DAS OLIVEIRAS,CV,-3.7757085,-38.50661961870027,10,10,10,10
Comunidade São Francisco ,GRANJA PORTUGAL,CV,-3.784073,-38.60919494759642,10,10,10,10
Vila Nova - Maracanaú,ALTO ALEGRE II,CV,-3.8341295,-38.638519984878215,6,10,10,10
Padre Lima,ITAPAJÉ,CV,-3.734503,-39.54737957390353,10,10,10,14
Barateiro,ITAPAJÉ,CV,-3.693469,-39.60242652870494,8,10,10,10
Jari - Maracanaú,SIQUEIRA,CV,-3.8154185,-38.63523988751946,10,10,10,10
Sem Terra,GUAJERU,CV,-3.8385125,-38.4855902766934,10,10,10,10
Canal (Complexo da Barra do Ceará),BARRA DO CEARÁ,CV,-3.7009105,-38.57635950799544,10,10,10,10
Jambalaia / Morro do Falcão,CRISTO REDENTOR,CV,-3.704079,-38.56741712052698,10,10,10,10
Comunidade do Prourb ,MARACANAÚ,CV,-3.8843885,-38.671984410816776,10,10,10,10
Favelinha da São Francisco ,CONJUNTO CEARÁ II,CV,-3.780597,-38.60938376655172,10,10,10,10
Parque Da Paz,PASSARÉ,CV,-3.818153,-38.53918767650215,6,10,10,10
Santo Antônio,SOBRAL,CV,-3.7054595,-40.34073269362744,9,10,10,10
Comunidade do Cachorro Morto- Sapiranga,PARQUE MANIBURA,CV,-3.7912615,-38.4794686040724,8,10,10,10
Esplanada do Mondubim,INDUSTRIAL,CV,-3.8348955,-38.590463316744014,10,10,10,10
Canaã ,TRAIRI,CV,-3.216222,-39.36545932715065,2,10,11,13
Cidade de Ubajara,UBAJARA,CV,-3.8528045,-40.92145233088235,6,10,11,15
Luzardo Viana ,MARACANAÚ,CV,-3.8594185,-38.6486672516407,10,10,10,10
Casinhas do Maria Tomasia,JANGURUSSU,CV,-3.8558985,-38.51583074895134,10,10,10,10
Quadras do Luzardo Viana,MARACANAÚ,CV,-3.866628,-38.64726309988541,0,10,10,10
Comunidade Gafanhotos,VILA VELHA,CV,-3.711361,-38.60379233474208,10,10,10,10
Nova Olinda ,NOVA OLINDA,PCC,-7.0911985,-39.68197247469325,6,10,14,33
Babilônia do Picuí,URUCUTUBA,CV,-3.7597915,-38.65478477263986,10,10,10,10
Cachoeira 2,HORIZONTE,CV,-4.079696,-38.47505342494301,4,10,10,12
Fatima l,CRATEÚS,CV,-5.1795515000000005,-40.67644575182905,8,10,10,10
Mutirão,CRISTO REDENTOR,CV,-3.7044795,-38.57000157229832,10,10,10,10
Comunidade do Riacho Doce (Complexo da Rosalina),PARQUE DOIS IRMĂOS,CV,-3.808679,-38.54284148850932,10,10,10,10
Pereiro,PEREIRO,TCP/GDE,-6.049976,-38.46097574216776,2,10,16,24
Rua do trilho,MARACANAÚ,CV,-3.881574,-38.62683091172341,10,10,10,10
Sítio,JARDIM IRACEMA,CV,-3.7140975,-38.58065046873675,10,10,10,10
Vila Chagas,MORADA NOVA,TCP/GDE,-5.101075,-38.37638102464789,10,10,10,10
Comunidade dos Canos - Jerusalém,PARQUE SĂO JOSÉ,CV,-3.800993,-38.59392063155738,10,10,10,10
Dom Expedito,MERUOCA,TCP/GDE,-3.6941315,-40.34668506431308,9,10,10,10
Cumbuco,IPARANA,CV,-3.6267,-38.728320946079776,10,10,10,10
Açude - Cedro,CEDRO,TCP/GDE,-6.607885,-39.057059171802514,9,10,10,10
Mercado,HORIZONTE,CV,-4.10524,-38.491313361675125,10,10,10,10
Comunidade do Lajeiro,URUCUTUBA,CV,-3.8136335,-38.66434756213415,6,10,10,10
Área Verde,PACAJUS,CV,-4.171735,-38.45176877273554,10,10,10,10
Comunidade Rabo da Gata,SÃO LUÍS DO CURU,CV,-3.6747155,-39.23550187458357,10,10,10,10
Comunidade da Marica,JARDIM DAS OLIVEIRAS,CV,-3.775549,-38.49976590647482,4,10,10,10
Santo Satiro,ALTO ALEGRE II,CV,-3.851872,-38.61505090548346,10,10,10,10
Parque Veraneio - Caucaia,IPARANA,CV,-3.684732,-38.65910904537064,8,10,10,10
José Dodô ,ASSARÉ,PCC,-6.874480999999999,-39.87730503882,4,10,10,13
BOA FE - LIMOEIRO DO NORTE - TCP,LIMOEIRO DO NORTE,CV,-5.1272145,-38.0878860056412,8,10,10,10
Palmeiras 1,JANGURUSSU,CV,-3.8423405,-38.5234228272913,10,10,10,10
Comunidade da Mimosa,MARAPONGA,CV,-3.7955955,-38.5672456815289,10,10,10,10
Comunidade do Cemitério,SIQUEIRA,CV,-3.796811,-38.629975064003226,10,10,10,10
CABEÇA PRETA - LIMOEIRO DO NORTE - CV,LIMOEIRO DO NORTE,CV,-5.1609415,-38.02598157576867,4,10,14,18
Bairro do Cemitério ,AQUIRAZ,CV,-3.9019035,-38.38682034682081,8,10,10,10
Campos Belos,CARIDADE,CV,-4.095076000000001,-39.057916087449,8,10,11,20
SÃO JOÃO DO JAGUARIBE,SÃO JOÃO DO JAGUARIBE,CV,-5.2738755,-38.27250221696795,5,10,13,31
Curva da Viúva ,CIDADE NOVA,CV,-3.8414595,-38.563616475743245,10,10,10,10
6 Companheiros,BARRA DO CEARÁ,CV,-3.7079135,-38.57843421705793,10,10,10,10
Alto da Guaramiranga- Canindé,CANINDÉ,CV,-4.362146,-39.30550104086584,10,10,10,10
Palestina (Canindé),CANINDÉ,CV,-4.3712985,-39.30742110622131,10,10,11,17
Zuca,BARBALHA,CV,-7.319796500000001,-39.30312986565272,10,10,10,10
Comunidade Riacho Doce - Bonsucesso,BONSUCESSO,CV,-3.7768155,-38.5894528026126,10,10,10,10
Almofala,ITAREMA,CV,-2.939411,-39.8303099379581,7,10,11,11
Gongon ou Gonçalves Dias ,RODOLFO TEÓFILO,CV,-3.743148,-38.55415375936768,10,10,10,10
Mirador - Jurema,MARECHAL RONDON,CV,-3.7756375,-38.6217305348427,10,10,10,10
Dendê,EDSON QUEIROZ,CV,-3.773644,-38.46263604263566,10,10,10,10
Cidade de Reriutaba,RERIUTABA,CV,-4.13884,-40.57859254169662,2,10,13,19
Comunidade Bragança,GRANJA PORTUGAL,CV,-3.776453,-38.59648271836555,10,10,10,10
Morro das Placas - (Complexo do Vincent Pinzon),VICENTE PINZÓN,CV,-3.7319585,-38.4706763000394,10,10,10,10
Lagoa do Coração - Complexo do Vincent Pinzon,VICENTE PINZÓN,CV,-3.7294815,-38.46515836646341,10,10,10,10
Jabuti ,PEDRAS,CV,-3.9244625,-38.51501283494386,10,10,14,14
Favela do Urubu,CANINDEZINHO,CV,-3.805863,-38.60794882259364,10,10,10,10
Loteamento Jatobá,SIQUEIRA,CV,-3.807644,-38.62409119391486,10,10,10,10
Sem Terra,MARAPONGA,CV,-3.7967385,-38.57336387335893,8,10,10,10
LAGOA - JAGUARUANA,JAGUARUANA,CV,-4.8406905,-37.78080200622352,10,10,10,10
Comunidade do Buraco,SIQUEIRA,CV,-3.80496,-38.613376550392005,10,10,10,10
Caic,GRANJA LISBOA,CV,-3.781452,-38.61873332689972,10,10,10,10
SANTA LUZIA - LIMOEIRO DO NORTE,LIMOEIRO DO NORTE,CV,-5.138816,-38.092228461718754,8,10,10,10
Maré ,DOM LUSTOSA,CV,-3.747471,-38.58316502313883,10,10,10,10
Genibaú 1 ,GENIBAÚ,CV,-3.75486,-38.60370486274092,10,10,10,10
1° de Maio,SOBRAL,CV,-3.804102,-40.26732890929203,10,10,10,10
Araras,PIRES FERREIRA,CV,-4.1917955,-40.47765865963921,8,10,10,11
Cagece,ITAOCA,CV,-3.768768,-38.55635916481433,10,10,10,10
Fumaça - Pici,PICI,CV,-3.75467,-38.57919091676925,10,10,10,10
Alto,JUAZEIRO DO NORTE,CV,-7.2048365,-39.31381584221852,6,10,12,12
Urucutuba,URUCUTUBA,CV,-3.791226,-38.64536450191205,8,10,10,10
Comunidade Pôr do Sol,COAÇU,CV,-3.8500605,-38.47410337224714,8,10,10,10
Comunidade 1 de Abril,BOA VISTA/CASTELÃO,CV,-3.802487,-38.52482782377679,10,10,10,10
Milhã,MILHÃ,CV,-5.6786772,-39.19501415559712,9,10,12,22
Beco do Suvaco,DOM LUSTOSA,CV,-3.7535885,-38.58397116986755,4,10,10,10
Carandiru,PARQUE SOLEDADE,CV,-3.73539,-38.652118771367526,8,10,10,10
Acacias,IPARANA,CV,-3.6594225,-38.69132541065851,3,10,10,10
Comunidade do Cal,CAJAZEIRAS,CV,-3.809099,-38.51572857383746,8,10,10,10
Centro,CENTRO,CV,-4.09748,-38.49936888301988,10,10,10,10
Comunidade da Mata- João XXIII,JOÃO XXIII,CV,-3.767394,-38.59167499997474,8,10,10,10
Polígono 2042,MERUOCA,CV,-3.6812825,-40.35789534443957,7,10,10,10
Genibau 2 ,CONJUNTO CEARÁ I,CV,-3.7638275,-38.60059170651665,10,10,10,10
Buraco da Gia- Benfica,BENFICA,CV,-3.7368985,-38.53792724162827,6,10,10,10
Bom Jesus - Caucaia,PARQUE SOLEDADE,CV,-3.7169095,-38.68008528590465,10,10,10,10
Comunidade do Pombal,JACARECANGA,CV,-3.717135,-38.54893499494631,10,10,10,10
Ironete,JACARECANGA,CV,-3.718741,-38.549284825069975,10,10,10,10
Comunidade da Luxou,PRAIA DO FUTURO I,CV,-3.7420365,-38.45625280478813,10,10,10,10
Distrito de Torrões,ITAREMA,CV,-2.951813,-39.80165938609463,3,10,12,12
Morro da Embratel,PRAIA DO FUTURO II,CV,-3.7615815,-38.44621542995444,8,10,10,10
Favela Da Cagece,PARQUE SOLEDADE,CV,-3.7456815,-38.64866414174536,10,10,10,10
João Paulo II,IGUATU,CV,-6.3384655,-39.31560473286683,2,10,10,10
Morro do Galo,CRISTO REDENTOR,CV,-3.70488575,-38.56473942708803,10,10,10,10
Comunidade Final da Linha,SERRINHA,CV,-3.789046,-38.53744483200092,10,10,10,10
Rua do Gelo,EDSON QUEIROZ,CV,-3.7699815,-38.47205589966897,10,10,10,10
Itamaraty,PAUPINA,CV,-3.861397,-38.49286292458295,10,10,10,10
