micronodo,area_oficial,faction,lat,long,cvli_count_500m,cvli_count_1km,cvli_count_2km,cvli_count_total
Buriti - Acaraú ,ACARAÚ,CV,-2.8979790000000003,-40.11435132219812,2,2,2,2
Residencial Dummar 1,MARACANAÚ,CV,-3.881087,-38.59872384689289,2,2,2,2
Jacundá ,EUSÉBIO,CV,-3.8893125,-38.41674275469877,0,2,2,2
Parnamirim 2,EUSÉBIO,CV,-3.8864235,-38.45907833963294,0,2,2,2
Favela da Portelinha,CANINDEZINHO,CV,-3.809157,-38.59961363521483,2,2,2,2
Inferninho,PRECABURA,CV,-3.8406545,-38.43611426358959,2,2,2,2
Santa Cruz De Banabuiu ,PEDRA BRANCA,PCC,-5.4402535,-40.00278351034659,2,2,2,10
IB,VILA UNIĂO,CV,-3.7700725,-38.53418578483607,2,2,2,2
Pracinha do Vila União,VILA UNIĂO,CV,-3.7696205,-38.537013873852274,2,2,2,2
Jana Barroso,RACHEL DE QUEIROZ,CV,-3.7997935,-38.55512934841862,0,2,2,2
Umarizeiras,MARANGUAPE,CV,-4.006944000000001,-38.72811071648599,0,2,2,2
Jibóia,ITAITINGA,CV,-3.9575955,-38.52852782154793,2,2,3,3
Baixinhas,ITAREMA,CV,-2.9536105,-39.91648450206164,2,2,4,21
Caucaia,CAUCAIA,CV,-3.0141220000000004,-41.13031082758621,1,2,2,2
Serpa,HORIZONTE,CV,-4.0420985,-38.493843886193936,1,2,3,9
Triângulo ,JUCÁS,CV,-6.520254,-39.52116441872792,1,2,2,3
Barreiros,PENTECOSTE,CV,-3.793044,-39.26399024019608,2,2,2,5
Açude Oriente,NOVO ORIENTE,PCC,-5.5474250000000005,-40.78629722632688,2,2,2,5
Barro Branco,CRATO,PCC,-7.240506,-39.38225549819661,2,2,3,3
Cidade de Guaramiranga,GUARAMIRANGA,CV,-4.260816999999999,-38.93421858436336,2,2,4,6
Novo America,ITAPIPOCA,PCC,-3.485557,-39.57030907486532,2,2,2,2
COITÉ,MAURITI,PCC,-7.380606500000001,-38.71623179561889,2,2,6,6
Vila Vintem,ALTO ALEGRE II,CV,-3.849145,-38.62087679266348,2,2,2,2
Lagoinha,HORIZONTE,CV,-4.093986,-38.509231173159066,0,2,3,3
Bom Jardim ,BOM JARDIM,CV,-3.791472,-38.60221963235294,2,2,2,2
Coqueiros,HORIZONTE,CV,-4.110318,-38.44413293408847,0,2,4,6
Vila Diogo,PACAJUS,CV,-4.1869705,-38.476613331461294,2,2,2,2
Aldeia Park,PACAJUS,CV,-4.1792055,-38.45813854580809,2,2,2,2
Barroso,BARROSO,CV,-3.822139,-38.51062487723365,2,2,2,2
Opaia,AEROPORTO,CV,-3.77144,-38.53356976153846,2,2,2,2
Dom Timóteo ,TIANGUA,PCC,-3.7412195,-40.98873165558241,2,2,2,2
Campo do Dragao,ITAPERI,CV,-3.7943545,-38.54671230509429,2,2,2,2
Precabura,PRECABURA,CV,-3.8253635,-38.451420754320296,2,2,2,2
Sao Jose,HORIZONTE,CV,-4.1039105,-38.46520230259807,2,2,2,2
Comunidade da Peroba,TIANGUA,CV,-3.7164145,-40.99416275185297,2,2,2,2
Pingo De Ouro - Aquiraz,AQUIRAZ,CV,-3.983724,-38.358804306729446,0,2,8,11
Bairro Mangueiral,HORIZONTE,CV,-4.0953230000000005,-38.48887097330527,2,2,2,2
SANTO ANTÔNIO,IGUATU,CV,-6.3697435,-39.29844849853717,2,2,2,2
Timonha,GRANJA,CV,-3.2580815000000003,-41.13560579225629,2,2,2,4
Rua do Rio,SENADOR POMPEU,CV,-5.5834865,-39.36854192152399,2,2,2,3
Distrito de Água Verde - Guaiuba,GUAIÚBA,CV,-4.154158499999999,-38.68180722998349,2,2,3,9
São Benedito - Aurora,AURORA,PCC,-6.951688,-38.964781852695296,2,2,2,2
Praia do Batoque,PINDORETAMA,CV,-4.000567,-38.23929250354967,2,2,2,2
Tapera de Aquiraz,AQUIRAZ,CV,-3.9504365,-38.34852056275756,2,2,4,4
Aeroporto ,AEROPORTO,CV,-4.739955,-40.92692408277768,0,2,2,3
Favela da Macaca,OLAVO OLIVEIRA,CV,-3.729607,-38.59305863179986,2,2,2,2
Cidade de Saboeiro,SABOEIRO,CV,-6.5368845,-39.90311544957961,2,2,2,12
Mutirão ,MARACANAÚ,CV,-3.8632795,-38.65066021038341,2,2,2,2
Conjunto Vitória ,MONDUBIM,CV,-3.8119875,-38.56954740666156,2,2,2,2
Tabuleiro do Luna - Itaiçaba,ITAIÇABA,CV,-4.717507,-37.84220517173913,2,2,2,10
Dias Macedo,DIAS MACÊDO,CV,-3.785879,-38.519748134822166,2,2,2,2
Nossa Senhora das Graças ,CANINDÉ,CV,-4.3657515,-39.32935902957836,2,2,2,7
Cipó ,PACAJUS,CV,-4.16857,-38.44350711906944,2,2,2,2
Alto da Paz,HORIZONTE,CV,-4.1021065,-38.47678185538578,2,2,2,2
Caminho das Estrelas,PACAJUS,CV,-4.1696935,-38.44680804943479,2,2,2,2
Betânia ,PORANGA,CV,-4.752041,-40.92092782755102,1,2,2,2
Favela Da Linha,ITAPERI,CV,-3.7854075,-38.55948733024692,2,2,2,2
Comunidade do Posto,BARROSO,CV,-3.8282525,-38.525154766171326,2,2,2,2
Palestina do cariri - Mauriti,MAURITI,PCC,-7.4704165,-38.7726694702337,2,2,2,6
Canto da Cruz - Palhano,PALHANO,PCC,-4.7593095000000005,-37.96116561211288,1,2,2,2
São José Do Torto,CARIRE,PCC,-3.785788,-40.61873534694497,2,2,2,3
Governador Ferraz,TIANGUA,PCC,-3.735495,-41.00051306825765,2,2,2,2
Corrego dos Furtados,TRAIRI,PCC,-3.3110220000000004,-39.32284943441832,2,2,2,6
Jaçanan,SABIAGUABA,CV,-3.790125,-38.44479373372979,2,2,2,2
Jagatá - Castelão,BOA VISTA/CASTELÃO,CV,-3.7970925,-38.52838821851995,2,2,2,2
Comunidade São Antonio,BARRA DO CEARÁ,CV,-3.696699,-38.58221609327519,2,2,2,2
Beco da 20 ,BARRA DO CEARÁ,CV,-3.7060425,-38.58234054977257,2,2,2,2
VILA DOS COQUEIROS,IGUATU,CV,-6.384922700000001,-39.30744761266817,2,2,2,2
FOMENTO,IGUATU,CV,-6.39639435,-39.29841069005434,0,2,4,4
Renê Lucena,BREJO SANTO,CV,-7.488234,-39.00244575613431,2,2,2,5
Favela do Pantanal,PARQUE MANIBURA,CV,-3.7897475,-38.49144840325516,0,2,2,2
Jari,URUCUTUBA,CV,-3.79748,-38.64833940429825,2,2,2,2
Barroquinha dos fiéis ,BARROQUINHA,CV,-2.9777575,-41.1359988467526,2,2,2,2
Araras,BARROQUINHA,CV,-2.9374355000000003,-41.15876874801971,2,2,4,5
Comunidade Coração de Jesus,BARROSO,CV,-3.8196105,-38.51745960840893,2,2,2,2
Conjunto Vitória ,ANCURI,CV,-3.8584115,-38.50438175417019,2,2,2,2
Comunidade do Viaduto- Santa Maria,PARQUE SANTA MARIA,CV,-3.8510205,-38.49702856784583,2,2,2,2
PACUJÁ,PACUJÁ,CV,-3.982142,-40.698995371284326,2,2,2,8
Urucara,MARACANAÚ,CV,-3.926345,-38.69272892988039,2,2,2,2
Buriti ,PACAJUS,CV,-4.1793965,-38.47881167656656,2,2,2,2
Bairro do Can,CANINDÉ,CV,-4.356167,-39.32131914320548,2,2,2,2
José Cordeiro,CANINDÉ,CV,-4.359178,-39.32303719890941,1,2,2,2
João Paulo ll,JAGUARIBE,CV,-5.906647,-38.633697215703975,2,2,3,3
Jardim Primaveira,PINDORETAMA,CV,-4.130666,-38.25447126467881,2,2,2,2
Favela da RB - Barroso ll,PASSARÉ,CV,-3.815635,-38.52159594679301,2,2,2,2
Cajueiro - Tanques,MARANGUAPE,CV,-4.052447,-38.824042469808,2,2,2,6
Rua do Meio - Barroso ll,PASSARÉ,CV,-3.814345,-38.52785501966305,2,2,2,2
Campo do Cruzeiro ,BARRA DO CEARÁ,CV,-3.703096,-38.58527753337927,2,2,2,2
Campo de Aviação ,PARACURU,CV,-3.418953,-39.02792735717658,2,2,2,2
Tanques,PALMÁCIA,CV,-4.083038,-38.79283460683254,2,2,2,10
Comunidade Olical,BARRA DO CEARÁ,CV,-3.709943,-38.575422529481614,2,2,2,2
Comunidade da Boba,FÁTIMA,CV,-3.759051,-38.527571521739134,2,2,2,2
São João ,IBIAPINA,CV,-3.9314085,-40.88841698628789,2,2,2,3
Jamaica - Caça e Pesca ,PRAIA DO FUTURO II,CV,-3.771308,-38.441910165817504,2,2,2,2
Vila Nova de Maranguape,MARANGUAPE,CV,-3.9863145,-38.715116613758994,1,2,2,2
MIGUEL PEREIRA DO MAURO - RUSSAS  - PCC,LIMOEIRO DO NORTE,PCC,-5.0445335,-38.06373947168069,1,2,3,3
Bairro da Brasília ,SENADOR POMPEU,PCC,-5.58999,-39.37832449943288,2,2,2,2
Buraco do Céu ,CRISTO REDENTOR,CV,-3.7069525,-38.56490878483271,2,2,2,2
Praia de Uruaú,BEBERIBE,CV,-4.2245805,-38.04465187449933,1,2,2,4
Veneza,IGUATU,CV,-6.365989,-39.30566042274084,2,2,2,2
Conjunto Industrial,IGUATU,CV,-6.366678,-39.31501127192982,2,2,2,2
CG,GUAJERU,CV,-3.8345255,-38.47405670878626,2,2,2,2
Aldeia Dos Índios ,PACAJUS,CV,-4.1770705,-38.45008241646728,2,2,2,2
BECO DO BURACO - VILA SÃO JOSÉ - ALTO DO CAJUEIRO,MARACANAÚ,CV,-3.895212,-38.69095230633209,1,2,2,2
Ponta da Serra de Pitaguari,PACATUBA,CV,-3.937844,-38.609739219689615,2,2,6,6
Quiobal - Pacatuba,PACATUBA,CV,-3.999385,-38.61919422424909,0,2,2,2
Bela Vista de Barbalha,BARBALHA,PCC,-7.3279825,-39.29743449754902,2,2,2,3
Acoafa - Missão Velha,MISSÃO VELHA,PCC,-7.2572975,-39.14584500948574,2,2,2,5
Cacimbas,CRATO,PCC,-7.235053,-39.4282281336794,1,2,3,3
São Sebastião ,BATURITE,CV,-4.2889365,-38.827012927545866,2,2,2,6
Ponte ,SÃO JOÃO DO TAUAPE,CV,-3.7544785,-38.50397284208776,2,2,2,2
Vila São Vicente,VARJOTA,CV,-3.730866,-38.486788419113424,2,2,2,2
Parque Santa Fé,MARACANAÚ,CV,-3.8998485,-38.68684307680023,2,2,2,2
Nova Aldeota- Tauá,TAUÁ,PCC,-5.987464,-40.292775637153326,2,2,2,2
Conjunto Comando Vermelho,ÁLVARO WEYNE,CV,-3.7129145,-38.57423904833636,2,2,2,2
Comunidade do Presídio,RACHEL DE QUEIROZ,CV,-3.805377,-38.55628175583897,2,2,2,2
Distrito de Paripueira,FORTIM,CV,-4.372215000000001,-37.92418796149896,2,2,4,4
Praia da Redonda - Icapuí,ICAPUÍ,CV,-4.650521,-37.47504666666667,2,2,2,2
Morro do Grêmio ,BARRA DO CEARÁ,CV,-3.6985515,-38.57881062878393,2,2,2,2
Vila Novo Horizonte,CRATO,CV,-7.255941,-39.43004164949748,2,2,2,2
Guaribas,EUSÉBIO,CV,-3.8728815,-38.45991829534715,2,2,2,2
Timbu,EUSÉBIO,CV,-3.864665,-38.43689050137699,0,2,6,6
Ap,RACHEL DE QUEIROZ,CV,-3.8026365,-38.55222624066092,2,2,2,2
Vila Pacheco,PINDORETAMA,CV,-4.114174,-38.248306277909066,0,2,2,2
Gereraú,MARACANAÚ,CV,-3.9423455,-38.68974270917971,0,2,5,5
Ladeira Grande ,MARANGUAPE,CV,-3.9742835,-38.708074645786425,2,2,2,3
Tabajara,TIANGUA,CV,-3.730194,-40.98402233193624,2,2,2,2
Campo Do Bangu - Complexo Da Rosalina ,PARQUE DOIS IRMĂOS,CV,-3.8130545,-38.54154082034909,2,2,2,2
Betânia ,MERUOCA,CV,-3.6749825,-40.34001012662338,0,2,2,2
Cidade de Aiuabá ,AIUABA,CV,-6.567087,-40.12166362751883,0,2,3,7
Parazinho,MARTINÓPOLE,CV,-3.0405985,-40.681127888301866,2,2,3,3
Mirante ,PINDORETAMA,CV,-4.131612499999999,-38.26061498864499,1,2,2,2
Lagoinha ,PARAIPABA,CV,-3.3485608,-39.137210448652525,2,2,2,2
Comunidade da Maloca,ARACATI,CV,-4.5751925,-37.76971553804751,2,2,2,2
Jardim - Aracati,FORTIM,CV,-4.5308065,-37.800264970342496,2,2,2,7
Beco do 12,LAGOA REDONDA,CV,-3.8095985,-38.45221237758389,0,2,2,2
CENTRO DE BARBALHA,BARBALHA,PCC,-7.3097654,-39.3029558058638,1,2,2,2
Comunidade dos Sem Terra,SIQUEIRA,CV,-3.8001935,-38.62400491556603,2,2,2,2
Parque Aratanha,PACATUBA,CV,-3.9791125,-38.61293133126252,2,2,2,2
Bairro São Luís - Pacatuba,PACATUBA,CV,-3.979643,-38.59122510167922,0,2,8,8
São Bento- Pacatuba,PACATUBA,CV,-3.984154,-38.60619018091832,0,2,2,4
Comunidade da feira,CANINDEZINHO,CV,-3.8086455,-38.60372697211538,2,2,2,2
Ac,CARLITO PAMPLONA,CV,-3.715404,-38.54973787772688,2,2,2,2
Conj. Jaciara ,BARRA DO CEARÁ,CV,-3.7124715,-38.581573643401015,2,2,2,2
Novo Recanto,MERUOCA,CV,-3.6636755,-40.33944704314814,2,2,4,5
Comunidade Beira Rio - Canidezinho,CANINDEZINHO,CV,-3.8096675,-38.59696583563536,2,2,2,2
Tanque,CONJUNTO ESPERANÇA,CV,-3.8095455,-38.59420090674418,2,2,2,2
Atibaia ,ALTO ALEGRE II,CV,-3.8231945,-38.6187965860215,2,2,2,2
Novo Mondubim  ,NOVO MONDUBIM,CV,-3.8052575,-38.58948612857799,2,2,2,2
Comunidade do Reservatório ,CANINDEZINHO,CV,-3.816079,-38.60374892700535,2,2,2,2
sidronio - Presidente Vargas,PARQUE PRESIDENTE VARGAS,CV,-3.829219,-38.59997309995421,2,2,2,2
"CJ. NOSSA SENHORA DO ROSÁRIO, CDD - RUSSAS - CV",QUIXERE,PCC,-4.917683,-37.98010000960369,2,2,2,2
Carapió - Itaitinga,ITAITINGA,CV,-3.965347,-38.55383438253798,2,2,2,6
Distrito de Juriatinha,ACARAÚ,CV,-2.8989005,-40.00421259958792,2,2,3,9
Bairro Pedragal - Santana do Acaraú,SANTANA DO ACARAÚ,CV,-3.460445,-40.20044706594349,2,2,2,2
Rua Gaspar Dutra,PLANALTO AYRTON SENNA,CV,-3.836228,-38.56917137135399,2,2,2,2
Comunidade Do Brooklyn ,LAGOA REDONDA,CV,-3.8300765,-38.461618767892446,2,2,2,2
Aranaú,CRUZ,CV,-2.821926,-40.22255588089431,0,2,2,3
Comunidade Da Feira - Conjunto Esperança,CONJUNTO ESPERANÇA,CV,-3.8161315,-38.59255808460886,2,2,2,2
Comunidade do gatilho - Conjunto Esperança,CONJUNTO ESPERANÇA,CV,-3.815158,-38.593703070901455,2,2,2,2
Comunidade Do Canal - São Cristóvão ,BARROSO,CV,-3.830431,-38.52440328329536,2,2,2,2
Padre Ibiapina ,MERUOCA,CV,-3.6883075,-40.36313892048011,2,2,2,2
Ap Cidade De Deus,ALTO DA BALANÇA,CV,-3.759465,-38.51809110661474,2,2,2,2
Conjunto Nossa Senhora de Fátima,ALTO DA BALANÇA,CV,-3.7580795,-38.51894736668346,2,2,2,2
Comunidade Dos Trilho,SÃO JOÃO DO TAUAPE,CV,-3.760333,-38.51035228207811,2,2,2,2
Barreira,BARREIRA,CV,-3.7455615,-38.49139542589792,2,2,2,2
MATINHO - JAGUARUANA - TDN/MASSA,JAGUARUANA,CV,-4.860538,-37.79211104555206,2,2,2,4
ALTO DO VELAME - RUSSAS ,QUIXERE,CV,-4.955302,-37.97586783232629,1,2,2,5
PLACAS - RUSSAS ,QUIXERE,CV,-4.955826999999999,-37.99818805579399,2,2,3,3
Comunidade do Come Queto,ITAPERI,CV,-3.791845,-38.546007544316105,2,2,2,2
Comunidade dos Cariocas - Caucaia,MARECHAL RONDON,CV,-3.7793745,-38.631213609798365,2,2,2,2
Multirão - itaitinga,ITAITINGA,CV,-4.002528,-38.51766125,2,2,4,9
Comunidade do Posto,JACARECANGA,CV,-3.7185635,-38.54773945498671,2,2,2,2
Comunidade da Iracema,JACARECANGA,CV,-3.7148295,-38.54752266167193,2,2,2,2
Beco Dos Pescadores ,CAIS DO PORTO,CV,-3.7187485,-38.464316485190565,2,2,2,2
Tapuio,EUSÉBIO,CV,-3.9229135,-38.44040198736161,0,2,2,2
Divineia,AQUIRAZ,CV,-3.9132665,-38.38546179170086,2,2,2,2
Parnamirim ,EUSÉBIO,CV,-3.8820515,-38.45616917016177,0,2,2,2
ALTO - JAGUARUANA - TDN/MASSA,JAGUARUANA,CV,-4.8293455,-37.77807327092442,2,2,3,3
FAVELA DO AGACI - RUSSAS ,QUIXERE,CV,-4.931357,-37.98732204290022,2,2,2,2
Conjunto Papicu,DE LOURDES,CV,-3.743865,-38.468140302209726,2,2,2,2
Comunidade do Campinho (Aerolândia),ALTO DA BALANÇA,CV,-3.7670985,-38.50975769625744,2,2,2,2
Comunidade do Papoco,MUCURIPE,CV,-3.7254435,-38.48872501604156,2,2,2,2
Cajamar,NOVO MONDUBIM,CV,-3.8105605,-38.58595736427469,2,2,2,2
Lagoa Da Libania - Parque Santana,MONDUBIM,CV,-3.816672,-38.576853742972695,2,2,2,2
Boa Vista - Mondubim,ARACAPÉ,CV,-3.822789,-38.58200605056625,2,2,2,2
Loteamento São Mateus,NOVO MONDUBIM,CV,-3.816337,-38.58256021628721,2,2,2,2
Campo Rio Negro - Parque Santana,MONDUBIM,CV,-3.818114,-38.57801365391154,2,2,2,2
Favela do Morcego,ARACAPÉ,CV,-3.8208565,-38.58063144929078,2,2,2,2
Viametro,PLANALTO AYRTON SENNA,CV,-3.8315875,-38.57935174489796,2,2,2,2
Distrito de Alto Lindo,SÃO BENEDITO,TCP/GDE,-3.98229,-40.942244101668464,1,2,2,4
Patos - Várzea alegre,VÁRZEA ALEGRE,TCP/GDE,-6.7906955,-39.28989023226311,2,2,2,2
Vila Cacilda - Várzea alegre,VÁRZEA ALEGRE,TCP/GDE,-6.787307,-39.29469283983326,2,2,2,2
Planalto dos lemos - Cedro,CEDRO,TCP/GDE,-6.627967,-39.06129057571256,2,2,2,2
Jardim Afonso Celso - Cedro,CEDRO,TCP/GDE,-6.596099000000001,-39.06745513445078,2,2,4,8
Novo Rumo,AQUIRAZ,CV,-3.920352,-38.3855750919624,1,2,2,2
Bairro do Machuca,AQUIRAZ,CV,-3.9403535,-38.38619597367379,0,2,2,2
Fazendinha - Santa Maria ,PARQUE SANTA MARIA,CV,-3.853102,-38.503707374717656,2,2,2,2
Rua Do Moreira - Santa Maria ,PARQUE SANTA MARIA,CV,-3.850955,-38.50103781849315,2,2,2,2
Fornalhão ,FRECHEIRINHA,CV,-3.800886,-40.859524070062776,2,2,2,2
Velame - Aracati,FORTIM,CV,-4.572595,-37.78085409937391,0,2,2,2
Samambaia Bonsucesso,JOÃO XXIII,CV,-3.774042,-38.59190260330882,2,2,2,2
Maré Alta - Serviluz,CAIS DO PORTO,CV,-3.708156,-38.4687995,2,2,2,2
Beco Da Pf ,VICENTE PINZÓN,CV,-3.721291,-38.46356709166666,2,2,2,2
Comunidade do Parafuso,VICENTE PINZÓN,CV,-3.728278,-38.459852211427126,2,2,2,2
Comunidade da VP,VICENTE PINZÓN,CV,-3.723915,-38.46235531489285,2,2,2,2
Comunidade Renascer,SÃO BENTO,CV,-3.8498845,-38.48103081146064,2,2,2,2
Jacaré (Bela Vista),BELA VISTA,CV,-3.753585,-38.56138433580783,2,2,2,2
Marmoré,CAPISTRANO,CV,-4.495927999999999,-38.89954806003759,2,2,2,5
Conjunto Habitacional Maria José,BATURITE,CV,-4.34767,-38.862651674084674,0,2,2,2
Alto Alegre - Baturité,BATURITE,CV,-4.3544125000000005,-38.84834784218352,2,2,4,4
Nova Veneza,UBAJARA,CV,-3.8442415,-41.005872622314605,0,2,2,4
Bairro do Cemitério ,IPAPORANGA,CV,-4.9027325,-40.76351322208251,2,2,2,2
Morro Alto,ICAPUÍ,CV,-4.701653,-37.36324143808852,0,2,4,4
Faveira Carnaubal - São Benedito,SAO BENEDITO,TCP/GDE,-4.06059695,-40.96565245321344,2,2,2,6
Beco Dos Cavalos ,FLORESTA,CV,-3.7278,-38.578319456970576,2,2,2,2
Araquen - Coreaú,COREAÚ,CV,-3.59898,-40.81064971983453,2,2,3,6
Marechal Benfica,BENFICA,CV,-3.7390645,-38.53629199148983,2,2,2,2
Bom Jesus - Maracanaú,SIQUEIRA,CV,-3.814899,-38.63701696626264,2,2,2,2
Casinhas ,VILA VELHA,CV,-3.713084,-38.602851282167066,2,2,2,2
Comunidade O.R,VILA VELHA,CV,-3.7132435,-38.60448446935833,2,2,2,2
Praia do Canto Verde,FORTIM,TCP/GDE,-4.3206825,-37.93067389752492,2,2,3,3
Comunidade do Rato,JARDIM CEARENSE,CV,-3.8074595,-38.56312316564208,2,2,2,2
Comunidade Alto da Paz,JARDIM CEARENSE,CV,-3.8048665,-38.560065306122446,2,2,2,2
Nova Brasilia ,JAGUARIBE,CV,-5.9037295,-38.62437378774963,0,2,3,3
Portelinha ,VILA VELHA,CV,-3.721082,-38.60470896703258,2,2,2,2
SÃO JOSÉ X COM JN,JUAZEIRO DO NORTE,CV,-7.23481795,-39.364006302889656,1,2,4,4
Comunidade da Ilha,CRATEÚS,CV,-5.1694365,-40.6665955985309,2,2,2,2
Sem Terra,BATURITE,CV,-4.340706,-38.86552959984926,2,2,2,2
Bairro PROUBR,BATURITE,CV,-4.347761,-38.87205029947819,2,2,2,4
Guajiru - Trairí ,TRAIRI,CV,-3.240032,-39.23433483180378,2,2,2,2
Itacima,PALMÁCIA,CV,-4.1391765,-38.75435404257358,2,2,4,6
Bairro Emprestimos,PIRES FERREIRA,CV,-4.187424,-40.48580910314524,2,2,3,9
Lages,JAGUARIBARA,CV,-5.4657205,-38.47334357815839,2,2,3,4
Pires Ferreira,PIRES FERREIRA,CV,-4.245874000000001,-40.64822390409195,1,2,2,3
VILA DA PAZ - LIMOEIRO DO NORTE,LIMOEIRO DO NORTE,CV,-5.153873,-38.151304212532935,1,2,2,2
Comunidade Cidade de Deus,ALTO DA BALANÇA,CV,-3.7595215,-38.516691910956965,2,2,2,2
Bairro Balneario,PIRES FERREIRA,CV,-4.195031,-40.47876680032523,2,2,2,2
Favela Dos cocó ,GENIBAÚ,CV,-3.760785,-38.59689424416658,2,2,2,2
Canal - Conj. Palmeiras I ,CONJUNTO PALMEIRAS,CV,-3.846035,-38.530503863978495,2,2,2,2
Favelinha,CONJUNTO PALMEIRAS,CV,-3.8520125,-38.525234346089306,2,2,2,2
Comunidade da Travessa,ITAOCA,CV,-3.7778675,-38.553794016550526,2,2,2,2
Comunidade dos Fluxos,ITAPERI,CV,-3.785214,-38.54924318932874,2,2,2,2
Comunidade das cobras,PARQUE SANTA MARIA,CV,-3.8473185,-38.50078983956044,2,2,2,2
Tarrafas,TARRAFAS,CV,-6.68441,-39.75618968871129,2,2,2,7
Ouro Verde,EUSÉBIO,CV,-3.856812,-38.44689018651087,0,2,2,2
Distrito de Sucatinga,BEBERIBE,CV,-4.2607035,-38.05169310827085,1,2,2,7
Favela do Texas ou Favela do T,AEROLÂNDIA,CV,-3.7713185,-38.51248860871528,2,2,2,2
Polígono 2223,BOM FUTURO,CV,-3.7574465,-38.54849645411717,2,2,2,2
Comunidade do Riacho Doce,DAMAS,CV,-3.7571645,-38.55203387515489,2,2,2,2
Pedras- Itaitinga,ITAITINGA,CV,-3.9732755,-38.5416528792873,2,2,2,2
Jardim Das Oliveiras ,JARDIM DAS OLIVEIRAS,CV,-4.7473565,-40.93348083938356,1,2,2,2
Pascoal,PACAJUS,CV,-4.223929500000001,-38.5738045348104,2,2,3,12
Comunidade da Baixada,EDSON QUEIROZ,CV,-3.769978,-38.47071729631972,2,2,2,2
Mestre Antônio ,PARQUE SOLEDADE,CV,-3.7091225,-38.67194340733634,2,2,2,2
Campo do Urubu - Caucaia,PARQUE SOLEDADE,CV,-3.7187165,-38.66817737412961,2,2,2,2
Iparana,IPARANA,CV,-3.6921965,-38.6208781,2,2,2,2
GUAIÉ,IPARANA,CV,-3.697032,-38.62592755444896,0,2,2,2
Caixa D'água ,MONSENHOR TABOSA,CV,-4.801224,-40.06495272945206,2,2,2,8
Comunidade 4 Quadras,FLORESTA,CV,-3.7180445,-38.57595936111111,2,2,2,2
Lagoa - Paracuru,PARACURU,CV,-3.4113965,-39.02488465147213,2,2,2,2
BARROSO,BARROSO,CV,-3.50002,-38.99727632766209,2,2,2,14
Bairro do Planalto ,CRATEÚS,CV,-5.1872705,-40.677462556,2,2,2,2
Bairro da Mutamba,ICAPUÍ,CV,-4.6892205,-37.39237203458123,0,2,4,5
Comunidade dos Trilhos,DAMAS,CV,-3.7490115,-38.54845786389585,2,2,2,2
Cicol,SÃO GERARDO,CV,-3.729441,-38.554900809712905,2,2,2,2
Mangueiras ,PARQUE SOLEDADE,CV,-3.706248,-38.6738475334935,2,2,2,2
BOA VISTA - PARAIPABA,PARAIPABA,CV,-3.35993305,-39.20270842646,2,2,2,2
Mal. Rondon,MARECHAL RONDON,CV,-3.7761885,-38.62817806523363,2,2,2,2
Mirinduba,AMONTADA,CV,-3.0669605,-39.68070005668605,0,2,3,9
Genipabu,PARQUE SOLEDADE,CV,-3.7250335,-38.71875842149368,0,2,2,2
Vacaria do Dom Lustosa,DOM LUSTOSA,CV,-3.749957,-38.58871304544556,2,2,2,2
PITOMBEIRA - RUSSAS ,QUIXERE,CV,-4.959562999999999,-37.9918457923529,0,2,2,3
IPUEIRA DOS GOMES,CARIDADE,CV,-4.305875500000001,-39.19662873953376,2,2,2,3
Comunidade Forró do Meu,GRANJA LISBOA,CV,-3.796283,-38.619942941761366,2,2,2,2
Palmeirinha ,LAGOA REDONDA,CV,-3.826254,-38.45686883556212,2,2,2,2
Santa Rosa- Messejana,COAÇU,CV,-3.846108,-38.47351265004486,2,2,2,2
Arrebol,COAÇU,CV,-3.841285,-38.471130851837074,2,2,2,2
RDF,VICENTE PINZÓN,CV,-3.726706,-38.46523310282363,2,2,2,2
Comunidade da Estiva,CAIS DO PORTO,CV,-3.7112885,-38.47071585999629,2,2,2,2
Petecas ,VICENTE PINZÓN,CV,-3.728137,-38.4625455813492,2,2,2,2
Bairro do Coité,EUSÉBIO,CV,-3.8822275,-38.47494950896337,0,2,2,2
Favelinha ,BARRA DO CEARÁ,CV,-3.6981895,-38.581784449831645,2,2,2,2
Comunidade da Tubiacanga,PASSARÉ,CV,-3.8167275,-38.53777609924243,2,2,2,2
Caixa d' Água,SERRINHA,CV,-3.782505,-38.543668320629365,2,2,2,2
Pajuçara,IPARANA,CV,-3.6680705,-38.713011435294206,0,2,2,2
Bairro Cajas,CRATEÚS,CV,-5.165112499999999,-40.65962115769232,2,2,2,2
Comunidade Rabo da Gata,CRATEÚS,CV,-5.1761415,-40.6626637537594,2,2,2,2
Comunidade Cristo Redentor,PAUPINA,CV,-3.8707095,-38.4930260718295,2,2,2,2
Bico da Arara - Caririaçu,CARIRIAÇU,TCP/GDE,-7.0435385,-39.27141109745263,2,2,4,6
Monte Nego - Caririaçu,CARIRIAÇU,TCP/GDE,-7.042282999999999,-39.28062004265655,2,2,2,2
José Agustinho - Caririaçu,CARIRIAÇU,TCP/GDE,-7.0392335,-39.28234505383443,2,2,2,2
Buraco (Complexo do Vicente Pinzon),VICENTE PINZÓN,CV,-3.727407,-38.47485823413904,2,2,2,2
Comunidade do Velame,FORTIM,CV,-4.5664565,-37.77500108522728,2,2,2,2
Vila São Cristóvão ,ARACATI,CV,-4.574577,-37.77674635477533,2,2,2,2
